"","pos","Depth"
"348",613,3547.42051282051
"349",614,3557.7641025641
"350",615,3567.26666666667
"351",616,3562.54871794872
"352",617,3546.88717948718
"353",618,3493.29230769231
"354",619,3509.86666666667
"355",620,3543.91282051282
"356",621,3581.93333333333
"357",622,3608.26666666667
"358",623,3628.92820512821
"359",624,3649.94871794872
"360",625,3670.92307692308
"361",626,3667.95384615385
"362",627,3715.52307692308
"363",628,3685.05128205128
"364",629,3734.6
"365",630,3900.23076923077
"366",631,3903.06153846154
"367",632,3918.05641025641
"368",633,3926.64615384615
"369",634,4068.74871794872
"370",635,4097.52307692308
"371",636,4095.82051282051
"372",637,4126.37435897436
"373",638,4152.9641025641
"374",639,4167.90256410256
"375",640,4192.31282051282
"376",641,4202.2
"377",642,4221.45641025641
"378",643,4218.29230769231
"379",644,4222.94871794872
"380",645,4237.92820512821
"381",646,4227.70769230769
"382",647,4276.55897435897
"383",648,4346.88717948718
"384",649,4376.3641025641
"385",650,4382.00512820513
"386",651,4426.73846153846
"387",652,4435.78974358974
"388",653,4448.74871794872
"389",654,4450.01025641026
"390",655,4453.8
"391",656,4449.54871794872
"392",657,4542.88717948718
"393",658,4686.06153846154
"394",659,4665.53333333333
"395",660,4680.62564102564
"396",661,4633.54871794872
"397",662,4668.64102564103
"398",663,4655.17948717949
"399",664,4630.42564102564
"400",665,4638.57435897436
"401",666,4640.74358974359
"402",667,4685.42051282051
"403",668,4701.88717948718
"404",669,4869.39487179487
"405",670,4916.78461538462
"406",671,4904.95384615385
"407",672,5101.90256410256
"408",673,5092.89230769231
"409",674,5116.97435897436
"410",675,5142.97948717949
"411",676,5041.35384615385
"412",677,5058.53846153846
"413",678,5076.58974358974
"414",679,5157.92820512821
"415",680,5153.75897435897
"416",681,5174.08205128205
"417",682,5175.61025641026
"418",683,5061.84102564103
"419",684,5143.13333333333
"420",685,5164.06153846154
"421",686,5246.28205128205
"422",687,5380.5282051282
"423",688,5411.93333333333
"424",689,5415.89743589744
"425",690,5436.99487179487
"426",691,5564.6358974359
"427",692,5569.04102564103
"428",693,5547.9641025641
"429",694,5554.94871794872
"430",695,5562.02564102564
"431",696,5591.97948717949
"432",697,5672.05641025641
"433",698,5639.04615384615
"434",699,5702.95384615385
"435",700,5705.37435897436
"436",701,5672.89743589744
"437",702,5777.72307692308
"438",703,5950.66666666667
"439",704,5999.84102564103
"440",705,6009.68205128205
"441",706,5972.35897435897
"442",707,6001.9641025641
"443",708,5871.27179487179
"444",709,5944.5641025641
"445",710,6008.24102564103
"446",711,5995.10769230769
"447",712,5979.02564102564
"448",713,5955.17948717949
"449",714,5914.40512820513
"450",715,5983.87179487179
"451",716,6202.15384615385
"452",717,6277.36923076923
"453",718,6216.76923076923
"454",719,6261.02051282051
"455",720,6335.58461538462
"456",721,6339.5641025641
"457",722,6337.09743589744
"458",723,6320.6
"459",724,6303.87179487179
"460",725,6312.77435897436
"461",726,6326.15384615385
"462",727,6393.50769230769
"463",728,6397.08205128205
"464",729,6429.51794871795
"465",730,6448.48717948718
"466",731,6504.10256410256
"467",732,6501.5282051282
"468",733,6510.73333333333
"469",734,6519.98461538462
"470",735,6528.16923076923
"471",736,6489.92307692308
"472",737,6556.02051282051
"473",738,6560.25641025641
"474",739,6580.76923076923
"475",740,6635.62051282051
"476",741,6637.02564102564
"477",742,6481.86666666667
"478",743,6493.72820512821
"479",744,6491.53333333333
"480",745,6484.40512820513
"481",746,6485.2358974359
"482",747,6361.79487179487
"483",748,6410.22051282051
"484",749,6640.35384615385
"485",750,6793.85641025641
"486",751,6854.67692307692
"487",752,6831.29743589744
"488",753,6892.22564102564
"489",754,6862.64615384615
"490",755,6839.2358974359
"491",756,6826.19487179487
"492",757,6781.53333333333
"493",758,6848.75897435897
"494",759,6825.25128205128
"495",760,6850.84102564103
"496",761,6910.58461538462
"497",762,6781.64102564103
"498",763,6766.93333333333
"499",764,6821.22564102564
"500",765,6797.61025641026
"501",766,6799.17948717949
"502",767,6832.25128205128
"503",768,6869.32307692308
"504",769,6903.4358974359
"505",770,6935.37435897436
"506",771,6965.55384615385
"507",772,6966.40512820513
"508",773,7154.81538461538
"509",774,7166.09743589744
"510",775,7200.78974358974
"511",776,7173.44615384615
"512",777,7174.44615384615
"513",778,7164.6358974359
"514",779,7168.62051282051
"515",780,7209.35897435897
"516",781,7300.25641025641
"517",782,7410
"518",783,7502.39487179487
"519",784,7508.91282051282
"520",785,7548.75384615385
"521",786,7481.92820512821
"522",787,7447.3641025641
"523",788,7491.64615384615
"524",789,7494.13846153846
"525",790,7506.37948717949
"526",791,7473.14358974359
"527",792,7489.2358974359
"528",793,7595.78974358974
"529",794,7781.35897435897
"530",795,7798.29743589744
"531",796,7802.90769230769
"532",797,7795.03076923077
"533",798,7738.91794871795
"534",799,7807.26666666667
"535",800,7867.51794871795
"536",801,7960.78974358974
"537",802,8020.95897435897
"538",803,8032.37435897436
"539",804,8042.50769230769
"540",805,8003.71282051282
"541",806,8060.34358974359
"542",807,8157.87179487179
"543",808,8204.54358974359
"544",809,8225.98974358974
"545",810,8251.42564102564
"546",811,8201.3641025641
"547",812,8294.30256410256
"548",813,8462.12307692308
"549",814,8601.98461538462
"550",815,8677.38461538462
"551",816,8720.95897435897
"552",817,8593.17435897436
"553",818,8758.8
"554",819,8672.0358974359
"555",820,8684.79487179487
"556",821,8738.50769230769
"557",822,8768.22564102564
"558",823,8789.62564102564
"559",824,8802.68205128205
"560",825,8900.64102564103
"561",826,8848.27692307692
"562",827,8957.66666666667
"563",828,9000.02564102564
"564",829,9053.30769230769
"565",830,9385.88205128205
"566",831,9305.50256410256
"567",832,9543.08717948718
"568",833,9570.30769230769
"569",834,9508.81025641026
"570",835,9698.00512820513
"571",836,9616.27692307692
"572",837,9779.9641025641
"573",838,9810.68205128205
"574",839,9924.73333333333
"575",840,9945.81538461539
"576",841,9898.79487179487
"577",842,9935.55384615385
"578",843,9924.18974358974
"579",844,10145.5538461538
"580",845,10220.2153846154
"581",846,10253.7282051282
"582",847,10469.9076923077
"583",848,10363.5435897436
"584",849,10417.1282051282
"585",850,10456.3692307692
"586",851,10567.5743589744
"587",852,10585.6205128205
"588",853,10619.7179487179
"589",854,10615.7230769231
"590",855,10636.2051282051
"591",856,10649.5794871795
"592",857,10782.3897435897
"593",858,10784.5743589744
"594",859,10799.2256410256
"595",860,10814.8666666667
"596",861,10808.8461538462
"597",862,10941.3743589744
"598",863,10930.6051282051
"599",864,10969.1538461538
"600",865,10918.0564102564
"601",866,11017.8974358974
"602",867,11020.4717948718
"603",868,11007.6307692308
"604",869,10956.4256410256
"605",870,11043.2256410256
"606",871,10952.358974359
"607",872,11047.0102564103
"608",873,11050.9641025641
"609",874,11044.241025641
"610",875,11001.4256410256
"611",876,10860.4307692308
"612",877,10956.0205128205
"613",878,10955.5230769231
"614",879,10986.2512820513
"615",880,10986.3948717949
"616",881,10984.3384615385
"617",882,10998.4256410256
"618",883,10977.1333333333
"619",884,10991.4
"620",885,10988.9487179487
"621",886,11031.0820512821
"622",887,11088.5538461538
"623",888,11008.8923076923
"624",889,11108.8205128205
"625",890,11101.9897435897
"626",891,11135.9333333333
"627",892,11213.1025641026
"628",893,11188.4256410256
"629",894,11293.9435897436
"630",895,11237.6564102564
"631",896,11156.9128205128
"632",897,11210.958974359
"633",898,11226.6820512821
"634",899,11177.8820512821
"635",900,11016.0153846154
"636",901,10992.6153846154
"637",902,10948.1794871795
"638",903,10975.6358974359
"639",904,10961.4666666667
"640",905,10982.5128205128
"641",906,10934.958974359
"642",907,10930.2153846154
"643",908,10919.4
"644",909,10908.7282051282
"645",910,10920.5282051282
"646",911,10988.4358974359
"647",912,11036.2564102564
"648",913,11012.5384615385
"649",914,11018.1179487179
"650",915,10966.7025641026
"651",916,11031.9897435897
"652",917,11093.6615384615
"653",918,11106.1179487179
"654",919,11061.0820512821
"655",920,10566.4820512821
"656",921,10614.4307692308
"657",922,10566.5384615385
"658",923,10568.3487179487
"659",924,10577.2102564103
"660",925,10445.6717948718
"661",926,10366.0871794872
"662",927,10307.558974359
"663",928,10302.4615384615
"664",930,10115.0717948718
"665",931,10128.9743589744
"666",932,10060.2666666667
"667",933,9958.16923076923
"668",934,9953.8
"669",935,9883.96923076923
"670",936,9880.89230769231
"671",937,9416.71794871795
"672",938,9461.5282051282
"673",939,9486.9282051282
"674",940,9557.20512820513
"675",941,9765.73846153846
"676",942,10049.3948717949
"677",943,10200.5384615385
"678",944,10210.0769230769
"679",945,10230.5487179487
"680",946,10325.0205128205
"681",947,10311.5128205128
"682",948,10334.1128205128
"683",949,10321.3230769231
"684",950,10264.0923076923
"685",951,10224.2102564103
"686",952,10297.0615384615
"687",953,10369.8307692308
"688",954,10355.1384615385
"689",955,10230.1538461538
"690",956,10362.5025641026
"691",957,10386.4102564103
"692",958,10356.2051282051
"693",959,10193.7538461538
"694",960,10223.041025641
"695",961,10266.3179487179
"696",962,10285.8769230769
"697",963,10278.2564102564
"698",964,10273.4205128205
"699",965,10095.6051282051
"700",966,10082.6358974359
"701",967,10062.0102564103
"702",968,9967.46666666667
"703",969,9903.51282051282
"704",970,9910.71282051282
"705",971,9924.50769230769
"706",972,9792.31794871795
"707",973,9914
"708",974,9955.2358974359
"709",975,10059.1282051282
"710",976,10031.1128205128
"711",977,10048.7487179487
"712",978,10072.7897435897
"713",979,9701.57948717949
"714",980,9761.28717948718
"715",981,9741.68717948718
"716",982,9651.95384615385
"717",983,9694.93333333333
"718",984,9602.53333333333
"719",985,9555.98974358974
"720",986,9462.40512820513
"721",987,9396.57948717949
"722",988,9401.79487179487
"723",989,9360.81538461539
"724",990,9556.57948717949
"725",991,9522.74871794872
"726",992,9586.09743589744
"727",993,9536.02051282051
"728",994,9500.74871794872
"729",995,9522.19487179487
"730",996,9489.41025641026
"731",997,9430.96923076923
"732",998,9416.49743589744
"733",999,9610.20512820513
"734",1000,9564.93846153846
"735",1001,9558.88717948718
"736",1002,9588.73846153846
"737",1003,9283.79487179487
"738",1004,9605.57948717949
"739",1005,9491.06666666667
"740",1006,9494.66666666667
"741",1007,9344.9641025641
"742",1008,9023.95897435897
"743",1009,9089.06153846154
"744",1010,9023.84102564103
"745",1011,9088.36923076923
"746",1012,9013.90256410256
"747",1013,8938.15897435897
"748",1014,8918.72307692308
"749",1015,8893.95384615385
"750",1016,8888.55897435897
"751",1017,8803.48717948718
"752",1018,8838.31794871795
"753",1019,8755.02051282051
"754",1020,8821.7641025641
"755",1021,9246.66666666667
"756",1022,9249.48717948718
"757",1023,9265.9641025641
"758",1024,9240.53846153846
"759",1025,9303.0717948718
"760",1026,9331.62051282051
"761",1027,9330.80512820513
"762",1028,9330.64615384615
"763",1029,9286.55384615385
"764",1030,9256.9641025641
"765",1031,9260.9282051282
"766",1032,9341.8358974359
"767",1033,9344.01025641026
"768",1034,9325.22051282051
"769",1035,9342.11282051282
"770",1036,9200.60512820513
"771",1037,9228.41025641026
"772",1038,9218.95897435897
"773",1039,9184.04102564103
"774",1040,9121.73333333333
"775",1041,9051.60512820513
"776",1042,9080.71794871795
"777",1043,9093.65128205128
"778",1044,9030.7641025641
"779",1045,9038.29230769231
"780",1046,9044.61538461538
"781",1047,9079.73333333333
"782",1048,9111.46153846154
"783",1049,9126.28717948718
"784",1050,9001.33333333333
"785",1051,8882.41025641026
"786",1052,8856.5282051282
"787",1053,8743.08717948718
"788",1054,8805.2358974359
"789",1055,8834.90256410256
"790",1056,8793.7641025641
"791",1057,8835.51282051282
"792",1058,8817.82564102564
"793",1059,8728.28717948718
"794",1060,8653.68205128205
"795",1061,8598.47692307692
"796",1062,8624.35897435897
"797",1063,8742.88717948718
"798",1064,8764.37948717949
"799",1065,8717.44102564103
"800",1066,8646.31282051282
"801",1067,8522.9282051282
"802",1068,8569.59487179487
"803",1069,8613.48717948718
"804",1070,8642.02051282051
"805",1071,8618.81538461539
"806",1072,8639.51794871795
"807",1073,8613.28717948718
"808",1074,8650.8358974359
"809",1075,8729.69743589744
"810",1076,8717.23076923077
"811",1077,8768.98461538462
"812",1078,8723.70256410256
"813",1079,8787.61025641026
"814",1080,8800.26666666667
"815",1081,8869.66153846154
"816",1082,8928.73846153846
"817",1083,8894.95384615385
"818",1084,8890.64102564103
"819",1085,8835.76923076923
"820",1086,8833.13846153846
"821",1087,8717.72307692308
"822",1088,8709.27179487179
"823",1089,8681.22564102564
"824",1090,8652.38461538462
"825",1091,8681.03076923077
"826",1092,8682.5641025641
"827",1093,8732.41538461538
"828",1094,8748.83076923077
"829",1095,8774.72820512821
"830",1096,8704.7641025641
"831",1097,8638.73333333333
"832",1098,8703.97948717949
"833",1099,8672.96923076923
"834",1100,8714.65641025641
"835",1101,8727.61025641026
"836",1102,8751.66153846154
"837",1103,8761.19487179487
"838",1104,8706.72307692308
"839",1105,8771.59487179487
"840",1106,8735.3641025641
"841",1107,8758.32820512821
"842",1108,8788.6358974359
"843",1109,8842.88717948718
"844",1110,8878.60512820513
"845",1111,8845.6
"846",1112,8885.57948717949
"847",1113,8893.43076923077
"848",1114,9032.55897435897
"849",1115,8971.97948717949
"850",1116,8966.66153846154
"851",1117,8946.51282051282
"852",1118,8904.09230769231
"853",1119,8960.17435897436
"854",1120,8958.81538461539
"855",1121,8936.48717948718
"856",1122,8931.47692307692
"857",1123,8884.88205128205
"858",1125,9011.57435897436
"859",1126,9016.31282051282
"860",1127,9006.67179487179
"861",1128,9022.89230769231
"862",1129,8992.04615384615
"863",1130,9007.66153846154
"864",1131,9128.74871794872
"865",1132,9105.61025641026
"866",1133,9085.28205128205
"867",1134,9099.10256410256
"868",1135,8990.06666666667
"869",1136,8993.4
"870",1137,8979.30769230769
"871",1138,8936.68717948718
"872",1139,8953.59487179487
"873",1140,8907.86153846154
"874",1141,8783.01025641026
"875",1142,8733.33333333333
"876",1143,8652.81538461539
"877",1144,8668.29743589744
"878",1145,8757.24615384615
"879",1146,8757.15897435897
"880",1147,8675.65641025641
"881",1148,8633.01025641026
"882",1149,8627.58461538462
"883",1150,8798.39487179487
"884",1151,8895.01025641026
"885",1152,8921.32307692308
"886",1153,8907.72820512821
"887",1154,8944.30256410256
"888",1155,9065.16923076923
"889",1156,9110.46666666667
"890",1157,9107.71794871795
"891",1158,8964.35384615385
"892",1159,8928.57948717949
"893",1160,8866.49230769231
"894",1161,8861.73333333333
"895",1162,8889.99487179487
"896",1163,8944.24102564103
"897",1164,8976.71794871795
"898",1165,8914.06153846154
"899",1166,9074.9282051282
"900",1167,9259.84615384615
"901",1168,9169.95384615385
"902",1169,9169.26153846154
"903",1170,9144.05128205128
"904",1171,9147.64102564103
"905",1172,9102.14871794872
"906",1173,9150.29743589744
"907",1174,9103.2
"908",1175,9105.92307692308
"909",1176,9185.97435897436
"910",1177,9197.26666666667
"911",1178,9367.32307692308
"912",1179,9453.42051282051
"913",1180,9601.44102564103
"914",1181,9677.71282051282
"915",1182,9675.95897435897
"916",1183,9685.1641025641
"917",1184,9717.2358974359
"918",1185,9707.83076923077
"919",1186,9757.18974358974
"920",1187,9773.66666666667
"921",1188,9790.49230769231
"922",1189,9896.54358974359
"923",1190,10054.9794871795
"924",1191,10197.4205128205
"925",1192,10201.2
"926",1193,10251.0717948718
"927",1194,10301.7897435897
"928",1195,10262.4820512821
"929",1196,10374.8256410256
"930",1197,10389.8871794872
"931",1198,10349.9179487179
"932",1199,10369.8820512821
"933",1200,10367.3487179487
"934",1201,10352.4820512821
"935",1203,10405.7487179487
"936",1204,10390.9128205128
"937",1205,10382.2307692308
"938",1206,10436.2564102564
"939",1207,10426.8358974359
"940",1208,10474.3179487179
"941",1209,10557.3487179487
"942",1210,10582.7128205128
"943",1211,10594.2461538462
"944",1212,10473.3435897436
"945",1213,10489.8820512821
"946",1215,10369.7179487179
"947",1216,10609.8769230769
"948",1217,10568.1179487179
"949",1218,10554.2564102564
"950",1219,10410.6717948718
"951",1220,10390.6769230769
"952",1221,10461.9384615385
"953",1222,10501.0256410256
"954",1223,10494.5025641026
"955",1224,10552.5076923077
"956",1225,10562.2769230769
"957",1226,10516.9897435897
"958",1227,10518.3384615385
"959",1228,10500.9435897436
"960",1229,10405.9435897436
"961",1230,10410.3641025641
"962",1231,10403.9794871795
"963",1232,10458.9487179487
"964",1233,10460.841025641
"965",1234,10510.4205128205
"966",1235,10539.8461538462
"967",1236,10363.8666666667
"968",1237,10584.1230769231
"969",1238,10548.8102564103
"970",1239,10289.4615384615
"971",1240,10296.6820512821
"972",1241,10241.8
"973",1242,10246.9384615385
"974",1243,10276.6153846154
"975",1244,10325.3692307692
"976",1245,10347.9025641026
"977",1246,10234.7230769231
"978",1247,10329.4153846154
"979",1248,10379.4461538462
"980",1249,10599.4256410256
"981",1250,10676.5846153846
"982",1251,10688.7333333333
"983",1252,10632.7743589744
"984",1253,10747.4358974359
"985",1254,10783.2820512821
"986",1255,10812.5384615385
"987",1256,10817.041025641
"988",1257,10773.3743589744
"989",1258,10850.1128205128
"990",1259,10798.6820512821
"991",1260,10754.7641025641
"992",1261,10760.5282051282
"993",1262,10429.7846153846
"994",1263,10794.8871794872
"995",1264,10729.9641025641
"996",1265,10634.041025641
"997",1266,10500.8358974359
"998",1267,10344.9333333333
"999",1269,10516.6512820513
"1000",1270,10484.4307692308
"1001",1271,10475.1897435897
"1002",1272,10493.5692307692
"1003",1273,10488.2051282051
"1004",1274,10529.3641025641
"1005",1275,10650.758974359
"1006",1276,10667.6307692308
"1007",1277,10683.3897435897
"1008",1278,10572.8820512821
"1009",1279,10617.7794871795
"1010",1280,10596.3641025641
"1011",1281,10547.3692307692
"1012",1282,10598.3333333333
"1013",1283,10556.158974359
"1014",1284,10558.3282051282
"1015",1285,10543.0974358974
"1016",1286,10388.2974358974
"1017",1287,10347.1025641026
"1018",1288,10519.3025641026
"1019",1290,10671.1230769231
"1020",1291,10690.1487179487
"1021",1292,10657.558974359
"1022",1293,10584.1128205128
"1023",1294,10631.9487179487
"1024",1295,10607.9076923077
"1025",1296,10814.1333333333
"1026",1297,10814.7692307692
"1027",1298,10794.4820512821
"1028",1299,10763.4461538462
"1029",1300,10575.4615384615
"1030",1301,10694.9794871795
"1031",1302,10690.8871794872
"1032",1303,10741.2717948718
"1033",1304,10615.8615384615
"1034",1305,10253.241025641
"1035",1306,10657.0051282051
"1036",1307,10637.2769230769
"1037",1308,10657.4205128205
"1038",1309,10623.5435897436
"1039",1310,10624.8974358974
"1040",1311,10603.8102564103
"1041",1312,10344.4666666667
"1042",1313,10567.0564102564
"1043",1314,10552.7538461538
"1044",1315,10538.1025641026
"1045",1316,10553.2102564103
"1046",1317,10349.6205128205
"1047",1318,10292.3076923077
"1048",1319,10137.6717948718
"1049",1320,10111.6564102564
"1050",1321,10071.2871794872
"1051",1322,10038.4615384615
"1052",1323,10056.6820512821
