"","freq","Type","Mutation"
"152",0.00149674656663419,"Syn","Tvs"
"153",0.00202860428352879,"Syn","Tvs"
"154",0.001315518225144,"Syn","Tvs"
"155",0.00136438336861905,"Syn","Tvs"
"156",0.00111982152742685,"Syn","Tvs"
"157",0.000671637375271786,"Syn","Tvs"
"158",0.00132912434447263,"Syn","Tvs"
"159",0.0031554470398403,"Syn","Tvs"
"160",0.000826508808806278,"Syn","Tvs"
"161",0.000539558588812601,"Syn","Tvs"
"162",0.0010889260007318,"Syn","Tvs"
"163",0.000708560499571238,"Syn","Tvs"
"164",0.00197064171759504,"Syn","Tvs"
"165",0.000625728767434648,"Syn","Tvs"
"166",0.00141426649469883,"Syn","Tvs"
"167",0.00255376865927123,"Syn","Tvs"
"168",0.00202418165392063,"Syn","Tvs"
"169",0.00119385433861948,"Syn","Tvs"
"170",0.00108608844765943,"Syn","Tvs"
"171",0.000926262465081095,"Syn","Tvs"
"172",0.00137137101564199,"Syn","Tvs"
"173",0.00147551079002513,"Syn","Tvs"
"174",0.00144994667060584,"Syn","Tvs"
"175",0.00166229585606411,"Syn","Tvs"
"176",0.00109680149734629,"Syn","Tvs"
"177",0.000813757689582013,"Syn","Tvs"
"178",0.000455331635336307,"Syn","Tvs"
"179",0.00416382630128953,"Syn","Tvs"
"180",0.00120265987163814,"Syn","Tvs"
"181",0.00160576942866139,"Syn","Tvs"
"182",0.00159530766006888,"Syn","Tvs"
"183",0.00185065597753212,"Syn","Tvs"
"184",0.00127824453429444,"Syn","Tvs"
"185",0.00165322649757738,"Syn","Tvs"
"186",0.00259511052323458,"Syn","Tvs"
"187",0.000657907310738343,"Syn","Tvs"
"188",0.00276992745771474,"Syn","Tvs"
"189",0.000726049990880475,"Syn","Tvs"
"190",0.000639052751164783,"Syn","Tvs"
"191",0.0018599934815793,"Syn","Tvs"
"192",0.00067628461050318,"Syn","Tvs"
"193",0.000628381784015521,"Syn","Tvs"
"194",0.00269056456039363,"Syn","Tvs"
"195",0.00299524482628209,"Syn","Tvs"
"196",0.000617146755646677,"Syn","Tvs"
"197",0.00140016872493363,"Syn","Tvs"
"198",0.00247812551259247,"Syn","Tvs"
"199",0.00269104901565002,"Syn","Tvs"
"200",0.0021239407142799,"Syn","Tvs"
"201",0.000829611356299437,"Syn","Tvs"
"202",0.000711688610166948,"Syn","Tvs"
"203",0.00298440111801607,"Syn","Tvs"
"204",0.000713399304878427,"Syn","Tvs"
"205",0.00180790255852321,"Syn","Tvs"
"206",0.000948706350999616,"Syn","Tvs"
"207",0.00130113923268035,"Syn","Tvs"
"208",0.00127349129601893,"Syn","Tvs"
"209",0.0020846657431628,"Syn","Tvs"
"210",0.00087002536820127,"Syn","Tvs"
"211",0.00104608561378171,"Syn","Tvs"
"212",0.00294152249318532,"Syn","Tvs"
"213",0.00122104964136895,"Syn","Tvs"
"214",0.00101868056686599,"Syn","Tvs"
"215",0.00154584621519975,"Syn","Tvs"
"216",0.000493976301019909,"Syn","Tvs"
"217",0.00129395791942512,"Syn","Tvs"
"218",0.000413640831656249,"Syn","Tvs"
"219",0.000825027519025435,"Syn","Tvs"
"220",0.00184475699377554,"Syn","Tvs"
"221",0.00197759373550185,"Syn","Tvs"
"222",0.00112508879046934,"Syn","Tvs"
"223",0.0017301870177817,"Syn","Tvs"
"224",0.00154249307766816,"Syn","Tvs"
"225",0.000780437625988738,"Syn","Tvs"
"226",0.000516817584921617,"Syn","Tvs"
"227",0.000442632776921944,"Syn","Tvs"
"228",0.000310710658087403,"Syn","Tvs"
"229",0.0010874806881582,"Syn","Tvs"
"230",0.00183674175957845,"Syn","Tvs"
"231",0.00117580285774223,"Syn","Tvs"
"232",0.00131631309329283,"Syn","Tvs"
"233",0.0017103938569526,"Syn","Tvs"
"234",0.00239565899773523,"Syn","Tvs"
"235",0.00111109907047857,"Syn","Tvs"
"236",0.0013725791824733,"Syn","Tvs"
"237",0.00123105234063658,"Syn","Tvs"
"238",0.00178954401441961,"Syn","Tvs"
"239",0.00124260282172581,"Syn","Tvs"
"240",0.000766368462697676,"Syn","Tvs"
"241",0.00165752631749447,"Syn","Tvs"
"242",0.00123707295102099,"Syn","Tvs"
"243",0.00142882611644649,"Syn","Tvs"
"244",0.00430300122520023,"Syn","Tvs"
"245",0.00238036700476885,"Syn","Tvs"
"246",0.00311551110595388,"Syn","Tvs"
"247",0.0055832892395347,"Syn","Tvs"
"248",0.00153575382278188,"Syn","Tvs"
"249",0.00146179904341687,"Syn","Tvs"
"250",0.00139743483663085,"Syn","Tvs"
"251",0.0016835134765245,"Syn","Tvs"
"252",0.00139108856208858,"Syn","Tvs"
"253",0.000556122281639158,"Syn","Tvs"
"254",0.00239428514459191,"Syn","Tvs"
"255",0.00125871843776864,"Syn","Tvs"
"256",0.00352652058909219,"Syn","Tvs"
"257",0.00110243078928393,"Syn","Tvs"
"258",0.000871918968416064,"Syn","Tvs"
"259",0.00187584345872409,"Syn","Tvs"
"260",0.00587681083003445,"Syn","Tvs"
"261",0.0012426018072093,"Syn","Tvs"
"262",0.00208208783191808,"Syn","Tvs"
"263",0.00216172241933658,"Syn","Tvs"
"264",0.00155365762984237,"Syn","Tvs"
"265",0.00121748983700231,"Syn","Tvs"
"266",0.00240938465849799,"Syn","Tvs"
"267",0.00221986156562934,"Syn","Tvs"
"268",0.000890336929646656,"Syn","Tvs"
"269",0.00124265717502386,"Syn","Tvs"
"270",0.001183573298636,"Syn","Tvs"
"271",0.000869554135412435,"Syn","Tvs"
"272",0.00139513072026686,"Syn","Tvs"
"273",0.000973155512155979,"Syn","Tvs"
"274",0.00172160372635085,"Syn","Tvs"
"275",0.00195454069005125,"Syn","Tvs"
"276",0.00151209599313985,"Syn","Tvs"
"277",0.00832847106269099,"Syn","Tvs"
"278",0.00457602141224409,"Syn","Tvs"
"279",0.00250765711068484,"Syn","Tvs"
"280",0.00267495015162078,"Syn","Tvs"
"281",0.000517116928102684,"Syn","Tvs"
"282",0.00245095973906522,"Syn","Tvs"
"283",0.0023930581262151,"Syn","Tvs"
"284",0.00151530364497886,"Syn","Tvs"
"285",0.000995944177810909,"Syn","Tvs"
"286",0.00208447649696944,"Syn","Tvs"
"287",0.000299916341609421,"Syn","Tvs"
"288",0.00192400369195196,"Syn","Tvs"
"289",0.00250440075597704,"Syn","Tvs"
"290",0.00217363322166353,"Syn","Tvs"
"291",0.00128168014308805,"Syn","Tvs"
"292",0.00102625544996533,"Syn","Tvs"
"293",0.00239295953116037,"Syn","Tvs"
"294",0.00234471861781391,"Syn","Tvs"
"295",0.00266034066374911,"Syn","Tvs"
"296",0.00130404314508857,"Syn","Tvs"
"297",0.00175158924624118,"Syn","Tvs"
"298",0.000754460431950943,"Syn","Tvs"
"299",0.00280389473297658,"Syn","Tvs"
"300",0.0010713144364581,"Syn","Tvs"
"301",0.00148976653398426,"Syn","Tvs"
"302",0.000976105634931831,"Syn","Tvs"
"303",0.00283690303240901,"Syn","Tvs"
"304",0.00163983324793712,"Syn","Tvs"
"305",0.00356470162896371,"Syn","Tvs"
"306",0.000941060391344292,"Syn","Tvs"
"307",0.00150181689886279,"Syn","Tvs"
"308",0.00105418916688583,"Syn","Tvs"
"309",0.000870137776752284,"Syn","Tvs"
"310",0.00107455980024667,"Syn","Tvs"
"311",0.00169840646663537,"Syn","Tvs"
"312",0.0014726897630968,"Syn","Tvs"
"313",0.00202087807857725,"Syn","Tvs"
"314",0.000960373160759971,"Syn","Tvs"
"315",0.00143942518610498,"Syn","Tvs"
"316",0.00173985102512531,"Syn","Tvs"
"317",0.0012224608695818,"Syn","Tvs"
"318",0.00140708560902504,"Syn","Tvs"
"319",0.00279934896690979,"Syn","Tvs"
"320",0.00171633271383161,"Syn","Tvs"
"321",0.00160115368406668,"Syn","Tvs"
"322",0.0015938294766993,"Syn","Tvs"
"323",0.00217052856177948,"Syn","Tvs"
"324",0.00147778428120523,"Syn","Tvs"
"325",0.00162356366874334,"Syn","Tvs"
"326",0.000991986903076976,"Syn","Tvs"
"327",0.00238217190980141,"Syn","Tvs"
"328",0.000785760029690547,"Syn","Tvs"
"329",0.00272765398002958,"Syn","Tvs"
"330",0.000763773077211437,"Syn","Tvs"
"331",0.00161261051816231,"Syn","Tvs"
"332",0.00200683532222959,"Syn","Tvs"
"333",0.000530054833702525,"Syn","Tvs"
"334",0.00351566609716748,"Syn","Tvs"
"335",0.00146684232691295,"Syn","Tvs"
"336",0.00375059507423609,"Syn","Tvs"
"337",0.0030923890560461,"Syn","Tvs"
"338",0.000410323361993654,"Syn","Tvs"
"339",0.000510611737421952,"Syn","Tvs"
"340",0.00145581850500652,"Syn","Tvs"
"341",0.0015583859805627,"Syn","Tvs"
"342",0.00186793462733076,"Syn","Tvs"
"343",0.00164400100574866,"Syn","Tvs"
"344",0.00138241643636598,"Syn","Tvs"
"345",0.0020291136447212,"Syn","Tvs"
"346",0.00239832634759422,"Syn","Tvs"
"347",0.00200075754832078,"Syn","Tvs"
"348",0.00300170287069287,"Syn","Tvs"
"349",0.00141897162235905,"Syn","Tvs"
"350",0.00132457211984922,"Syn","Tvs"
"351",0.00200054436465535,"Syn","Tvs"
"352",0.00166326928126867,"Syn","Tvs"
"353",0.00183286009832917,"Syn","Tvs"
"354",0.00132646250115304,"Syn","Tvs"
"355",0.00160507209394922,"Syn","Tvs"
"356",0.00212393237255956,"Syn","Tvs"
"357",0.000887733470527178,"Syn","Tvs"
"358",0.0015661611372276,"Syn","Tvs"
"359",0.000511047300027758,"Syn","Tvs"
"360",0.00189119492103522,"Syn","Tvs"
"361",0.00120248051312137,"Syn","Tvs"
"362",0.000959618394989415,"Syn","Tvs"
"363",0.00175145167629742,"Syn","Tvs"
"364",0.00129185164988477,"Syn","Tvs"
"365",0.00244058807840548,"Syn","Tvs"
"366",0.000423625408809638,"Syn","Tvs"
"367",0.000300582899873873,"Syn","Tvs"
"368",0.00132555472305761,"Syn","Tvs"
"369",0.00102270268749573,"Syn","Tvs"
"370",0.00148399516425676,"Syn","Tvs"
"371",0.00181075309139761,"Syn","Tvs"
"372",0.00174157501898768,"Syn","Tvs"
"373",0.00124978943825941,"Syn","Tvs"
"374",0.00345468316125529,"Syn","Tvs"
"375",0.00150685114517908,"Syn","Tvs"
"376",0.00187399631600024,"Syn","Tvs"
"377",0.00186957263606739,"Syn","Tvs"
"378",0.00117623198072072,"Syn","Tvs"
"379",0.00101476599646423,"Syn","Tvs"
"380",0.00138704002885959,"Syn","Tvs"
"381",0.000655358326837678,"Syn","Tvs"
"382",0.00115488376792075,"Syn","Tvs"
"383",0.00117370423899794,"Syn","Tvs"
"384",0.00125710368941571,"Syn","Tvs"
"385",0.00155968553949102,"Syn","Tvs"
"386",0.00135009532484468,"Syn","Tvs"
"387",0.000372693332556863,"Syn","Tvs"
"388",0.00180388339214211,"Syn","Tvs"
"389",0.00110761756470267,"Syn","Tvs"
"390",0.00162694285870127,"Syn","Tvs"
"391",0.00118576550325524,"Syn","Tvs"
"392",0.00163173917203952,"Syn","Tvs"
"393",0.00274779494179539,"Syn","Tvs"
"394",0.00129522850159719,"Syn","Tvs"
"395",0.000750722573222729,"Syn","Tvs"
"396",0.0012132272471218,"Syn","Tvs"
"397",0.000678026575535247,"Syn","Tvs"
"398",0.00263292313085004,"Syn","Tvs"
"399",0.00214820734862909,"Syn","Tvs"
"400",0.00139954730226707,"Syn","Tvs"
"401",0.000593860292457829,"Syn","Tvs"
"402",0.000928863350839388,"Syn","Tvs"
"403",0.00114010076864097,"Syn","Tvs"
"404",0.00169169251301456,"Syn","Tvs"
"405",0.000486683693023022,"Syn","Tvs"
"406",0.00100021214294297,"Syn","Tvs"
"407",0.0011436696281414,"Syn","Tvs"
"408",0.00129631593359962,"Syn","Tvs"
"409",0.0029103642825972,"Syn","Tvs"
"410",0.00151356663398849,"Syn","Tvs"
"411",0.000773893852559725,"Syn","Tvs"
"412",0.0009436028344722,"Syn","Tvs"
"413",0.00154492307563659,"Syn","Tvs"
"414",0.00232136445967141,"Syn","Tvs"
"415",0.00132972593294292,"Syn","Tvs"
"416",0.00143758722970585,"Syn","Tvs"
"417",0.0010760458292527,"Syn","Tvs"
"418",0.0017691563359281,"Syn","Tvs"
"419",0.0010874662824318,"Syn","Tvs"
"420",0.000826257782819036,"Syn","Tvs"
"421",0.00128738473421417,"Syn","Tvs"
"422",0.00199878967832831,"Syn","Tvs"
"423",0.00160628010482324,"Syn","Tvs"
"424",0.00124959872140702,"Syn","Tvs"
"425",0.00131094734695528,"Syn","Tvs"
"426",0.000535288885532212,"Syn","Tvs"
"427",0.00197161982267366,"Syn","Tvs"
"428",0.000878549488513243,"Syn","Tvs"
"429",0.00104203462918725,"Syn","Tvs"
"430",0.00351123084506947,"Syn","Tvs"
"431",0.00165824157168694,"Syn","Tvs"
"432",0.00312648970109377,"Syn","Tvs"
"433",0.00130507279977572,"Syn","Tvs"
"434",0.0010796653714923,"Syn","Tvs"
"435",0.000815116267429494,"Syn","Tvs"
"436",0.00169606373785943,"Syn","Tvs"
"437",0.00120751668960833,"Syn","Tvs"
"438",0.00152529410911828,"Syn","Tvs"
"439",0.000893866640548457,"Syn","Tvs"
"440",0.00185082389838155,"Syn","Tvs"
"441",0.000286843265354958,"Syn","Tvs"
"442",0.00145730434471857,"Syn","Tvs"
"443",0.000363063166378418,"Syn","Tvs"
"444",0.00168181271303267,"Syn","Tvs"
"445",0.00114969647260852,"Syn","Tvs"
"446",0.00343270464993671,"Syn","Tvs"
"447",0.00175316347836857,"Syn","Tvs"
"448",0.00277544636538501,"Syn","Tvs"
"449",0.00123574806415847,"Syn","Tvs"
"450",0.000921065933675456,"Syn","Tvs"
"451",0.00043329189467949,"Syn","Tvs"
"452",0.000890764298604729,"Syn","Tvs"
"453",0.00234808217313926,"Syn","Tvs"
"454",0.000749402167417205,"Syn","Tvs"
"455",0.00206700454736098,"Syn","Tvs"
"456",0.00261266097257034,"Syn","Tvs"
"457",0.00237616766073237,"Syn","Tvs"
"458",0.00201857704197868,"Syn","Tvs"
"459",0.000428867361956593,"Syn","Tvs"
"460",0.00060158605998831,"Syn","Tvs"
"461",0.0059717932438672,"Syn","Tvs"
"462",0.0017085280815954,"Syn","Tvs"
"463",0.000592521233516921,"Syn","Tvs"
"464",0.00134486514907225,"Syn","Tvs"
"465",0.000508296526437826,"Syn","Tvs"
"466",0.00282555752228337,"Syn","Tvs"
"467",0.00307264261228323,"Syn","Tvs"
"468",0.00107580471124203,"Syn","Tvs"
"469",0.00120291693748894,"Syn","Tvs"
"470",0.000860623655806483,"Syn","Tvs"
"471",0.00105126518821932,"Syn","Tvs"
"472",0.000321583607361235,"Syn","Tvs"
"473",0.00233318579227056,"Syn","Tvs"
"474",0.00145603467110951,"Syn","Tvs"
"475",0.00171742588313377,"Syn","Tvs"
"476",0.000994056923301988,"Syn","Tvs"
"477",0.00169172897574912,"Syn","Tvs"
"478",0.00137080860864374,"Syn","Tvs"
"479",0.00452501862514094,"Syn","Tvs"
"480",0.000791885301265446,"Syn","Tvs"
"481",0.0024663629741843,"Syn","Tvs"
"482",0.00141035928570576,"Syn","Tvs"
"483",0.00164211976844092,"Syn","Tvs"
"484",0.00300501727545531,"Syn","Tvs"
"485",0.00184214893470722,"Syn","Tvs"
"486",0.00124481643265008,"Syn","Tvs"
"487",0.00104594993439449,"Syn","Tvs"
"488",0.000818807003677496,"Syn","Tvs"
"489",0.000857987299793857,"Syn","Tvs"
"490",0.000763520135058113,"Syn","Tvs"
"491",0.00161337126107149,"Syn","Tvs"
"492",0.00141091999864108,"Syn","Tvs"
"493",0.0057681569732291,"Syn","Tvs"
"494",0.00158090232355683,"Syn","Tvs"
"495",0.0036238240520399,"Syn","Tvs"
"496",0.00672924712741934,"Syn","Tvs"
"497",0.00117605146003392,"Syn","Tvs"
"498",0.00287706770841957,"Syn","Tvs"
"499",0.00202865439601443,"Syn","Tvs"
"500",0.000490403662720976,"Syn","Tvs"
"501",0.000554202208055847,"Syn","Tvs"
"502",0.00496213443302293,"Syn","Tvs"
"503",0.000706050433964439,"Syn","Tvs"
"504",0.00070485814308471,"Syn","Tvs"
"505",0.00127848058846272,"Syn","Tvs"
"506",0.00193679421306783,"Syn","Tvs"
"507",0.000788326157344575,"Syn","Tvs"
"508",0.000871537435932744,"Syn","Tvs"
"509",0.000425429529396444,"Syn","Tvs"
"510",0.00243947743331019,"Syn","Tvs"
"511",0.00219366798253753,"Syn","Tvs"
"512",0.00108419390619945,"Syn","Tvs"
"513",0.000360966779846659,"Syn","Tvs"
"514",0.00149786921886591,"Syn","Tvs"
"515",0.00141129364993558,"Syn","Tvs"
"516",0.000533678869855057,"Syn","Tvs"
"517",0.000590889573357052,"Syn","Tvs"
"518",0.00337531306227939,"Syn","Tvs"
"519",0.000539435956419155,"Syn","Tvs"
"520",0.00126113711091686,"Syn","Tvs"
"521",0.00136126756174338,"Syn","Tvs"
"522",0.000898402609460271,"Syn","Tvs"
"523",0.000687522845728418,"Syn","Tvs"
"524",0.000777496016651259,"Syn","Tvs"
"525",0.000472232219863007,"Syn","Tvs"
"526",0.000663157143436486,"Syn","Tvs"
"527",0.00240857879021297,"Syn","Tvs"
"528",0.00119859914798982,"Syn","Tvs"
"529",0.00127756541716042,"Syn","Tvs"
"530",0.00121282451878795,"Syn","Tvs"
"531",0.00277568869123291,"Syn","Tvs"
"532",0.00151086746116259,"Syn","Tvs"
"533",0.00481926112807061,"Syn","Tvs"
"534",0.0023163193660999,"Syn","Tvs"
"535",0.00100509660758028,"Syn","Tvs"
"536",0.0016524953063364,"Syn","Tvs"
"537",0.00124885204298906,"Syn","Tvs"
"538",0.00200143847895504,"Syn","Tvs"
"539",0.00236235007930849,"Syn","Tvs"
"540",0.00137211733756076,"Syn","Tvs"
"541",0.00257515329830855,"Syn","Tvs"
"542",0.000999594418356061,"Syn","Tvs"
"543",0.00160723273395865,"Syn","Tvs"
"544",0.000430656370289659,"Syn","Tvs"
"545",0.00114769554462082,"Syn","Tvs"
"546",0.000840154893109768,"Syn","Tvs"
"547",0.00150829878381074,"Syn","Tvs"
"548",0.00114267612020871,"Syn","Tvs"
"549",0.000903187016639992,"Syn","Tvs"
"550",0.00063461277424369,"Syn","Tvs"
"551",0.00122457476757134,"Syn","Tvs"
"552",0.00135950079946169,"Syn","Tvs"
"553",0.000890381694741983,"Syn","Tvs"
"554",0.00163671219519022,"Syn","Tvs"
"555",0.00165687134320146,"Syn","Tvs"
"556",0.00143470814342552,"Syn","Tvs"
"557",0.00164917450226443,"Syn","Tvs"
"558",0.00142683715298172,"Syn","Tvs"
"559",0.00108052306873087,"Syn","Tvs"
"560",0.00200909837489536,"Syn","Tvs"
"561",0.00237497577119189,"Syn","Tvs"
"562",0.00176684439807624,"Syn","Tvs"
"563",0.00154623394743896,"Syn","Tvs"
"564",0.000996720305631444,"Syn","Tvs"
"565",0.00146533842606577,"Syn","Tvs"
"566",0.0013771085110969,"Syn","Tvs"
"567",0.00122411308984139,"Syn","Tvs"
"568",0.000965530365191904,"Syn","Tvs"
"569",0.00122920910834466,"Syn","Tvs"
"570",0.00146764034648366,"Syn","Tvs"
"571",0.0021792789856682,"Syn","Tvs"
"572",0.00133819041581017,"Syn","Tvs"
"573",0.000945003486894831,"Syn","Tvs"
"574",0.001482206053776,"Syn","Tvs"
"575",0.000982191548328583,"Syn","Tvs"
"576",0.00111673554414899,"Syn","Tvs"
"577",0.00144972136655181,"Syn","Tvs"
"578",0.000566109464961665,"Syn","Tvs"
"579",0.00253381765311771,"Syn","Tvs"
"580",0.00391589896140977,"Syn","Tvs"
"581",0.00112310995127628,"Syn","Tvs"
"582",0.00127423002259235,"Syn","Tvs"
"583",0.00143844579975212,"Syn","Tvs"
"584",0.0020457565581292,"Syn","Tvs"
"585",0.00073554071835067,"Syn","Tvs"
"586",0.00126325175690753,"Syn","Tvs"
"587",0.001090794985469,"Syn","Tvs"
"588",0.00321865258546417,"Syn","Tvs"
"589",0.00132796422029562,"Syn","Tvs"
"590",0.00110700741129236,"Syn","Tvs"
"591",0.00202366462779675,"Syn","Tvs"
"592",0.00130659979108956,"Syn","Tvs"
"593",0.00222514433607132,"Syn","Tvs"
"594",0.00112197677933049,"Syn","Tvs"
"595",0.00137788667111054,"Syn","Tvs"
"596",0.00154326791524914,"Syn","Tvs"
"597",0.00410058580116409,"Syn","Tvs"
"598",0.00131067858877569,"Syn","Tvs"
"599",0.0027491386868484,"Syn","Tvs"
"600",0.00159916728400666,"Syn","Tvs"
"601",0.00128393644782183,"Syn","Tvs"
"602",0.00257833834006583,"Syn","Tvs"
"603",0.00142742691977865,"Syn","Tvs"
"604",0.00116909949000604,"Syn","Tvs"
"605",0.00145642638261724,"Syn","Tvs"
"606",0.00102597512357785,"Syn","Tvs"
"607",0.00096046057640721,"Syn","Tvs"
