"","pos","mean","gene","Type"
"137",481,0.00288689079204493,"Core","nonsyn"
"138",482,0.00427202882240923,"Core","syn"
"139",483,0.00225761141890189,"Core","nonsyn"
"140",484,0.00242531957914002,"Core","nonsyn"
"141",485,0.00200872026144802,"Core","syn"
"142",486,0.0056319953248641,"Core","nonsyn"
"143",487,0.00166243385584837,"Core","nonsyn"
"144",488,0.00226332752040066,"Core","syn"
"145",489,0.0035256346927838,"Core","nonsyn"
"146",490,0.00110310898163592,"Core","nonsyn"
"147",491,0.00240215156096653,"Core","syn"
"148",492,0.00604095089398328,"Core","nonsyn"
"149",493,0.00623453639254443,"Core","nonsyn"
"150",494,0.00186411700263424,"Core","syn"
"151",495,0.00471350995343018,"Core","nonsyn"
"152",496,0.000855226348555552,"Core","nonsyn"
"153",497,0.00581833456652638,"Core","syn"
"154",498,0.00424949061271662,"Core","nonsyn"
"155",499,0.00127642621324695,"Core","nonsyn"
"156",500,0.00356389739646193,"Core","syn"
"157",501,0.00193119331782815,"Core","nonsyn"
"158",502,0.00345055844832144,"Core","nonsyn"
"159",503,0.0018098580021464,"Core","syn"
"160",504,0.00261886486156645,"Core","nonsyn"
"161",505,0.00225967364313649,"Core","nonsyn"
"162",506,0.00161279158444363,"Core","syn"
"163",507,0.00499470664836638,"Core","nonsyn"
"164",508,0.00332764798368205,"Core","nonsyn"
"165",509,0.00784915464447752,"Core","syn"
"166",511,0.00458536904169358,"Core","nonsyn"
"167",512,0.0067740077730093,"Core","syn"
"168",513,0.00103221462274095,"Core","nonsyn"
"169",514,0.00115306453076449,"Core","nonsyn"
"170",515,0.0039237598248753,"Core","syn"
"171",517,0.00148730907400042,"Core","nonsyn"
"172",518,0.00450857708332649,"Core","syn"
"173",519,0.00176250791766867,"Core","nonsyn"
"174",520,0.00220166488584904,"Core","nonsyn"
"175",521,0.00866805705618282,"Core","syn"
"176",522,0.00318320529696955,"Core","nonsyn"
"177",523,0.0016027703715466,"Core","nonsyn"
"178",524,0.00862423309382252,"Core","syn"
"179",525,0.00260445069403208,"Core","nonsyn"
"180",526,0.00246434960118729,"Core","nonsyn"
"181",527,0.0105554617078717,"Core","syn"
"182",529,0.00463873758814137,"Core","nonsyn"
"183",530,0.00295219919518755,"Core","syn"
"184",531,0.0022058877250386,"Core","nonsyn"
"185",532,0.00179811531480004,"Core","nonsyn"
"186",533,0.00612537250452521,"Core","syn"
"187",534,0.00251119642260636,"Core","nonsyn"
"188",535,0.00441590062368053,"Core","nonsyn"
"189",536,0.00752443477963692,"Core","syn"
"190",537,0.00233307048309619,"Core","nonsyn"
"191",538,0.00173785701833649,"Core","nonsyn"
"192",539,0.00510704942494226,"Core","syn"
"193",540,0.00188889202317429,"Core","nonsyn"
"194",541,0.00361733893417687,"Core","nonsyn"
"195",542,0.00159806330184072,"Core","syn"
"196",543,0.0024272816181113,"Core","nonsyn"
"197",544,0.00343254554793513,"Core","nonsyn"
"198",545,0.0202896994608817,"Core","syn"
"199",546,0.00304740028130513,"Core","nonsyn"
"200",547,0.00261479349433543,"Core","nonsyn"
"201",548,0.00645173425389986,"Core","syn"
"202",549,0.00215198410126754,"Core","nonsyn"
"203",550,0.00382761767635292,"Core","nonsyn"
"204",551,0.00506713611203232,"Core","syn"
"205",552,0.00380466181911949,"Core","nonsyn"
"206",553,0.00225339315051794,"Core","nonsyn"
"207",554,0.00357523821391966,"Core","syn"
"208",555,0.00153322178650919,"Core","nonsyn"
"209",556,0.00339173450324811,"Core","nonsyn"
"210",557,0.00173099439421506,"Core","syn"
"211",558,0.00141514077188779,"Core","nonsyn"
"212",559,0.00217624634628735,"Core","nonsyn"
"213",560,0.00768778223929064,"Core","syn"
"214",561,0.00349967278009194,"Core","nonsyn"
"215",562,0.00212685265433295,"Core","nonsyn"
"216",563,0.00275847031954104,"Core","syn"
"217",564,0.00723385415090675,"Core","nonsyn"
"218",565,0.00109494765932994,"Core","nonsyn"
"219",566,0.00208531416435896,"Core","syn"
"220",567,0.00394359857111351,"Core","nonsyn"
"221",570,0.00283022812037362,"Core","nonsyn"
"222",571,0.00130804443168146,"Core","nonsyn"
"223",572,0.0129112190484786,"Core","syn"
"224",574,0.00296311888010902,"Core","nonsyn"
"225",575,0.00219831404691807,"Core","syn"
"226",576,0.0018913480028892,"Core","nonsyn"
"227",577,0.0014159987859174,"Core","nonsyn"
"228",578,0.00862813672031321,"Core","syn"
"229",579,0.00221833035703057,"Core","nonsyn"
"230",580,0.00228371411778077,"Core","nonsyn"
"231",581,0.00222477799966718,"Core","syn"
"232",582,0.00387048777479354,"Core","nonsyn"
"233",583,0.00201444111923559,"Core","nonsyn"
"234",584,0.00993234423283506,"Core","syn"
"235",585,0.001997247100568,"Core","nonsyn"
"236",586,0.000960181090994918,"Core","nonsyn"
"237",587,0.00907861227897232,"Core","syn"
"238",588,0.00300615997350132,"Core","nonsyn"
"239",591,0.00271688363620519,"Core","nonsyn"
"240",592,0.00195833785294869,"Core","nonsyn"
"241",593,0.00394277159252683,"Core","syn"
"242",594,0.00131644977918549,"Core","nonsyn"
"243",595,0.00437924805677707,"Core","nonsyn"
"244",596,0.00213410903245204,"Core","syn"
"245",597,0.0021243018284871,"Core","nonsyn"
"246",598,0.00183856754106009,"Core","nonsyn"
"247",599,0.0114273160964018,"Core","syn"
"248",600,0.0018527181672945,"Core","nonsyn"
"249",601,0.00292588372301633,"Core","nonsyn"
"250",602,0.00695959429446452,"Core","syn"
"251",603,0.0042633058452422,"Core","nonsyn"
"252",604,0.00232096389614284,"Core","nonsyn"
"253",605,0.00931166948234838,"Core","syn"
"254",606,0.00165709348857599,"Core","nonsyn"
"255",607,0.00334511353057671,"Core","nonsyn"
"256",608,0.0060292515367843,"Core","syn"
"257",609,0.00518644470257721,"Core","nonsyn"
"258",610,0.00579263264776945,"Core","nonsyn"
"259",612,0.00381347825532861,"Core","nonsyn"
"260",613,0.00133008261547122,"Core","nonsyn"
"261",614,0.00724054125284049,"Core","syn"
"262",615,0.00625838760862963,"Core","nonsyn"
"263",616,0.00532706734830429,"Core","nonsyn"
"264",617,0.0118518182122882,"Core","syn"
"265",618,0.00281907087658703,"Core","nonsyn"
"266",621,0.00432781647286614,"Core","nonsyn"
"267",622,0.00215588642534672,"Core","nonsyn"
"268",623,0.0146687827299842,"Core","syn"
"269",624,0.00364010749271829,"Core","nonsyn"
"270",625,0.0036444154745681,"Core","nonsyn"
"271",626,0.00889454964562621,"Core","syn"
"272",627,0.00296162609684758,"Core","nonsyn"
"273",630,0.0041146091333372,"Core","nonsyn"
"274",631,0.00434890857132615,"Core","nonsyn"
"275",632,0.00250984929511366,"Core","syn"
"276",633,0.00205786470413526,"Core","syn"
"277",634,0.00518978965905059,"Core","nonsyn"
"278",635,0.00261441865417021,"Core","syn"
"279",636,0.0059266537705048,"Core","nonsyn"
"280",637,0.0010689482703315,"Core","nonsyn"
"281",638,0.0134831948199107,"Core","syn"
"282",639,0.00117568808603691,"Core","nonsyn"
"283",640,0.00171559713207677,"Core","nonsyn"
"284",641,0.00561452265107045,"Core","syn"
"285",642,0.00274580834027963,"Core","nonsyn"
"286",643,0.00186620844446973,"Core","nonsyn"
"287",644,0.0141999071825588,"Core","syn"
"288",645,0.00186109420762998,"Core","nonsyn"
"289",646,0.00292364916924292,"Core","nonsyn"
"290",647,0.00833239605047494,"Core","syn"
"291",648,0.00464478627413244,"Core","nonsyn"
"292",649,0.000752458368922125,"Core","nonsyn"
"293",650,0.0132472216686394,"Core","syn"
"294",651,0.0020796636170769,"Core","nonsyn"
"295",652,0.00349810621985792,"Core","nonsyn"
"296",653,0.00306942209568705,"Core","syn"
"297",654,0.00195910595874844,"Core","nonsyn"
"298",655,0.000972155830327345,"Core","nonsyn"
"299",656,0.00536324816118371,"Core","syn"
"300",657,0.00247247503370278,"Core","nonsyn"
"301",658,0.0036439691332896,"Core","nonsyn"
"302",659,0.0336951896836432,"Core","syn"
"303",660,0.00320548838782712,"Core","nonsyn"
"304",663,0.00242516208907079,"Core","nonsyn"
"305",664,0.0019235166330221,"Core","nonsyn"
"306",665,0.00368120890266671,"Core","syn"
"307",666,0.00208960119737736,"Core","nonsyn"
"308",667,0.00227606223284513,"Core","nonsyn"
"309",668,0.00788567784766644,"Core","syn"
"310",669,0.004037594262288,"Core","nonsyn"
"311",670,0.00178125916432723,"Core","nonsyn"
"312",671,0.0098512040303668,"Core","syn"
"313",672,0.00170040155131785,"Core","nonsyn"
"314",673,0.00408199745430386,"Core","nonsyn"
"315",674,0.00127051716955252,"Core","syn"
"316",675,0.00185436039774426,"Core","nonsyn"
"317",676,0.00131000432205944,"Core","nonsyn"
"318",677,0.00184410462290099,"Core","syn"
"319",678,0.00175197064779011,"Core","nonsyn"
"320",679,0.00213181722207629,"Core","nonsyn"
"321",680,0.00222253208731885,"Core","syn"
"322",681,0.0023725899442118,"Core","nonsyn"
"323",682,0.00258249591934079,"Core","nonsyn"
"324",683,0.00834852954421328,"Core","syn"
"325",684,0.00858676250488304,"Core","nonsyn"
"326",685,0.00249219465068631,"Core","nonsyn"
"327",686,0.00132504243216028,"Core","syn"
"328",687,0.00419613029658963,"Core","nonsyn"
"329",688,0.00198642895106072,"Core","nonsyn"
"330",689,0.00560449599090753,"Core","syn"
"331",690,0.00301435311524826,"Core","nonsyn"
"332",691,0.00383624596623822,"Core","nonsyn"
"333",692,0.00255147973329731,"Core","syn"
"334",693,0.00237954800290918,"Core","nonsyn"
"335",694,0.00287215924825335,"Core","nonsyn"
"336",695,0.0126190122364912,"Core","syn"
"337",696,0.00700256337775819,"Core","syn"
"338",697,0.00184115375379425,"Core","nonsyn"
"339",698,0.00152603633569007,"Core","syn"
"340",699,0.00201326160489986,"Core","nonsyn"
"341",700,0.00126724106961808,"Core","nonsyn"
"342",701,0.00319807397370705,"Core","syn"
"343",702,0.00287491717189501,"Core","nonsyn"
"344",703,0.00455575936863441,"Core","nonsyn"
"345",704,0.00728745440353157,"Core","syn"
"346",705,0.00179310290199342,"Core","nonsyn"
"347",706,0.00469918110804922,"Core","nonsyn"
"348",707,0.00432644056564369,"Core","syn"
"349",708,0.00404124988212774,"Core","nonsyn"
"350",709,0.00263538148760411,"Core","nonsyn"
"351",710,0.00414530902146047,"Core","syn"
"352",711,0.00227192777357482,"Core","nonsyn"
"353",712,0.00308632423178609,"Core","nonsyn"
"354",713,0.0130436801356096,"Core","syn"
"355",714,0.00343499425187409,"Core","nonsyn"
"356",715,0.00154980372905168,"Core","nonsyn"
"357",716,0.0029421889093282,"Core","syn"
"358",717,0.00308797538057317,"Core","nonsyn"
"359",718,0.00428426252433888,"Core","nonsyn"
"360",719,0.0148405089588305,"Core","syn"
"361",720,0.00299209445790782,"Core","nonsyn"
"362",721,0.00172453540021708,"Core","nonsyn"
"363",722,0.00367857249869214,"Core","syn"
"364",723,0.00480692807056813,"Core","nonsyn"
"365",724,0.00165038357235407,"Core","nonsyn"
"366",725,0.00589394764369266,"Core","syn"
"367",726,0.00248067439041231,"Core","nonsyn"
"368",727,0.00246948688872681,"Core","nonsyn"
"369",728,0.0023684434350317,"Core","syn"
"370",729,0.00674284347033845,"Core","nonsyn"
"371",730,0.00252584869650962,"Core","nonsyn"
"372",731,0.00292662742071979,"Core","syn"
"373",732,0.00292075426335841,"Core","nonsyn"
"374",733,0.00177094592032509,"Core","nonsyn"
"375",734,0.00381306518749668,"Core","syn"
"376",735,0.00246816810685991,"Core","nonsyn"
"377",736,0.00261848068776288,"Core","nonsyn"
"378",737,0.00682158357037418,"Core","syn"
"379",738,0.00126169748637145,"Core","nonsyn"
"380",739,0.0056511421054167,"Core","nonsyn"
"381",740,0.00196683364537105,"Core","syn"
"382",741,0.00395707052814992,"Core","nonsyn"
"383",742,0.00248970632964638,"Core","nonsyn"
"384",743,0.00130156692568684,"Core","nonsyn"
"385",744,0.00166875284566137,"Core","nonsyn"
"386",745,0.00205627504872592,"Core","nonsyn"
"387",746,0.00302447064665799,"Core","syn"
"388",747,0.00331990594085955,"Core","nonsyn"
"389",748,0.00379856298798951,"Core","nonsyn"
"390",749,0.00558292464925555,"Core","syn"
"391",750,0.00477989161867985,"Core","nonsyn"
"392",751,0.00423566612790709,"Core","nonsyn"
"393",752,0.00273451634603238,"Core","nonsyn"
"394",753,0.0014391924589904,"Core","nonsyn"
"395",754,0.00188957720798134,"Core","nonsyn"
"396",755,0.00356869322934197,"Core","syn"
"397",756,0.0021025715326762,"Core","nonsyn"
"398",757,0.00431291043484167,"Core","nonsyn"
"399",758,0.00408320572842529,"Core","syn"
"400",759,0.00156871345649419,"Core","nonsyn"
"401",760,0.0036530632752151,"Core","nonsyn"
"402",761,0.00340408040587119,"Core","syn"
"403",762,0.0029520045499208,"Core","nonsyn"
"404",763,0.00224574105399239,"Core","nonsyn"
"405",764,0.00560189343265214,"Core","syn"
"406",765,0.00249090523143604,"Core","nonsyn"
"407",766,0.0019465777002693,"Core","nonsyn"
"408",767,0.00772888041266049,"Core","syn"
"409",768,0.00188131986397344,"Core","nonsyn"
"410",769,0.00132437520698872,"Core","nonsyn"
"411",770,0.0111706060284775,"Core","syn"
"412",771,0.0011257352144024,"Core","nonsyn"
"413",772,0.00359142640635426,"Core","nonsyn"
"414",773,0.014840639589569,"Core","syn"
"415",774,0.00101333290632921,"Core","nonsyn"
"416",775,0.00114461745695832,"Core","nonsyn"
"417",776,0.0145212005637927,"Core","syn"
"418",777,0.00165746455721259,"Core","nonsyn"
"419",778,0.00142582589364557,"Core","nonsyn"
"420",779,0.00474772083268763,"Core","syn"
"421",780,0.00290636476275273,"Core","nonsyn"
"422",781,0.00284972803106749,"Core","nonsyn"
"423",782,0.0103920866934731,"Core","syn"
"424",783,0.0027905522698873,"Core","nonsyn"
"425",784,0.00221632433118687,"Core","nonsyn"
"426",785,0.00403145860111957,"Core","syn"
"427",786,0.00376937621461557,"Core","nonsyn"
"428",787,0.00251423369865632,"Core","nonsyn"
"429",788,0.00468353409103552,"Core","syn"
"430",789,0.00217792670008698,"Core","nonsyn"
"431",790,0.0022028256325674,"Core","nonsyn"
"432",791,0.00455587124728989,"Core","syn"
"433",792,0.00694975898513923,"Core","syn"
"434",793,0.00392305891243569,"Core","nonsyn"
"435",794,0.00297580773408904,"Core","syn"
"436",795,0.00210346349096506,"Core","nonsyn"
"437",796,0.00278076458932852,"Core","nonsyn"
"438",797,0.00528268318776604,"Core","syn"
"439",798,0.00187102121936755,"Core","nonsyn"
"440",799,0.00387714792675972,"Core","nonsyn"
"441",800,0.0136469229488383,"Core","syn"
"442",801,0.0026353938695229,"Core","nonsyn"
"443",802,0.00193230074928566,"Core","nonsyn"
"444",803,0.00448989858335758,"Core","syn"
"445",804,0.00185924589862147,"Core","nonsyn"
"446",805,0.00478047233654436,"Core","nonsyn"
"447",806,0.00402234795534916,"Core","syn"
"448",807,0.00214072536170026,"Core","nonsyn"
"449",808,0.00219776921629302,"Core","nonsyn"
"450",809,0.00369739569684013,"Core","syn"
"451",810,0.00141684321091026,"Core","nonsyn"
"452",811,0.0050232278429658,"Core","nonsyn"
"453",812,0.00784020025853456,"Core","syn"
"454",813,0.00209854458755814,"Core","syn"
"455",814,0.00364904740617273,"Core","nonsyn"
"456",815,0.00197298248701645,"Core","syn"
"457",816,0.00148100497179503,"Core","nonsyn"
"458",817,0.00385307682142826,"Core","nonsyn"
"459",818,0.00787919586791584,"Core","syn"
"460",819,0.000592331412496201,"Core","nonsyn"
"461",820,0.00494947711728225,"Core","nonsyn"
"462",821,0.00229066087060556,"Core","syn"
"463",822,0.00392898031221198,"Core","nonsyn"
"464",823,0.00192156900124072,"Core","nonsyn"
"465",824,0.0058751528902364,"Core","syn"
"466",825,0.00265747068574331,"Core","nonsyn"
"467",826,0.00458328487114043,"Core","nonsyn"
"468",827,0.00259881509321802,"Core","syn"
"469",828,0.00518512284809166,"Core","nonsyn"
"470",829,0.00308142282445691,"Core","nonsyn"
"471",830,0.0126076855490698,"Core","syn"
"472",831,0.00221842043264162,"Core","nonsyn"
"473",832,0.00287775059664161,"Core","nonsyn"
"474",833,0.0163705989917249,"Core","syn"
"475",834,0.00281546780491053,"Core","nonsyn"
"476",835,0.00266368905477878,"Core","nonsyn"
"477",836,0.00671084650773548,"Core","syn"
"478",837,0.00454436772567409,"Core","nonsyn"
"479",838,0.0010310954592333,"Core","nonsyn"
"480",839,0.00701512788963146,"Core","syn"
"481",840,0.00144311255019218,"Core","nonsyn"
"482",841,0.00157988959938465,"Core","nonsyn"
"483",842,0.00209108298123994,"Core","syn"
"484",843,0.00483425365816703,"Core","nonsyn"
"485",844,0.00695719488531478,"Core","nonsyn"
"486",845,0.023156718367772,"Core","syn"
"487",846,0.00128101059821567,"Core","nonsyn"
"488",847,0.00515983751570747,"Core","nonsyn"
"489",848,0.00503192089164625,"Core","syn"
"490",849,0.000967707074798468,"Core","nonsyn"
"491",850,0.00100710159024991,"Core","nonsyn"
"492",851,0.0137982991454821,"Core","syn"
"493",852,0.0022080640383771,"Core","nonsyn"
"494",853,0.00145965320733847,"Core","nonsyn"
"495",854,0.00565140915809833,"Core","syn"
"496",855,0.00369952305906449,"Core","nonsyn"
"497",856,0.00284037853994112,"Core","nonsyn"
"498",857,0.00410391929827572,"Core","syn"
"499",858,0.00618019923737115,"Core","nonsyn"
"500",859,0.000887151240753343,"Core","nonsyn"
"501",860,0.00938185007041901,"Core","syn"
"502",861,0.00218606314939187,"Core","nonsyn"
"503",862,0.00478012051478631,"Core","nonsyn"
"504",863,0.00779057463267704,"Core","syn"
"505",864,0.00586694002145646,"Core","nonsyn"
"506",865,0.000671995216164454,"Core","nonsyn"
"507",866,0.00597883936971048,"Core","syn"
"508",867,0.00246086174374296,"Core","nonsyn"
"509",868,0.00505221725815243,"Core","nonsyn"
"510",869,0.00404636127580173,"Core","syn"
"511",870,0.00579971105831135,"Core","nonsyn"
"512",871,0.00443606285206468,"Core","nonsyn"
"513",872,0.00586120386240627,"Core","syn"
"514",873,0.00277943246061373,"Core","nonsyn"
"515",874,0.00428179263209208,"Core","nonsyn"
"516",875,0.0141233463044544,"Core","syn"
"517",876,0.0107200336057701,"Core","syn"
"518",877,0.00373669657806692,"Core","nonsyn"
"519",878,0.00619198118679636,"Core","syn"
"520",879,0.00221478261901841,"Core","nonsyn"
"521",880,0.00312545678613452,"Core","nonsyn"
"522",881,0.0113715125391157,"Core","syn"
"523",882,0.00905443832716316,"Core","syn"
"524",883,0.00421458357206989,"Core","nonsyn"
"525",884,0.0053392168853068,"Core","syn"
"526",885,0.00409749898545543,"Core","nonsyn"
"527",886,0.00557441536067835,"Core","nonsyn"
"528",887,0.00859985249678465,"Core","syn"
"529",888,0.00403985993007866,"Core","nonsyn"
"530",889,0.000665700319113367,"Core","nonsyn"
"531",890,0.0105451201546508,"Core","syn"
"532",891,0.00378739419211095,"Core","nonsyn"
"533",892,0.00214590799503754,"Core","nonsyn"
"534",893,0.010642057391134,"Core","syn"
"535",894,0.0127653787079774,"Core","syn"
"536",895,0.00344609893828295,"Core","nonsyn"
"537",896,0.00384918515891293,"Core","syn"
"538",897,0.00559377817462361,"Core","nonsyn"
"539",898,0.00177188319057956,"Core","nonsyn"
"540",899,0.0167198913304745,"Core","syn"
"541",900,0.00258670580486247,"Core","nonsyn"
"542",901,0.00457787442895669,"Core","nonsyn"
"543",902,0.00529844569718067,"Core","syn"
"544",903,0.00326758423081011,"Core","nonsyn"
"545",904,0.00248258782301651,"Core","nonsyn"
"546",905,0.00829070886708616,"Core","syn"
"547",906,0.005299881617138,"Core","nonsyn"
"548",907,0.00253651506771048,"Core","nonsyn"
"549",908,0.0108285971552533,"Core","syn"
"550",909,0.00453606472709827,"Core","nonsyn"
"551",910,0.00147535475468667,"Core","nonsyn"
"552",911,0.0150377243990015,"Core","syn"
"553",912,0.00302930309939016,"Core","nonsyn"
"554",913,0.00237100195751281,"Core","nonsyn"
"555",914,0.0096381339728174,"Core","syn"
"556",915,0.00901828302737948,"E1","nonsyn"
"557",916,0.00367622506960001,"E1","nonsyn"
"558",917,0.00618986158996415,"E1","syn"
"559",919,0.00348543121031193,"E1","nonsyn"
"560",920,0.0056387086815428,"E1","syn"
"561",921,0.00105361933651741,"E1","nonsyn"
"562",922,0.00424782210608649,"E1","nonsyn"
"563",923,0.00554538163004106,"E1","syn"
"564",924,0.00458826490833495,"E1","nonsyn"
"565",925,0.00376560112978227,"E1","nonsyn"
"566",926,0.00241791398166625,"E1","syn"
"567",927,0.00514387431255779,"E1","nonsyn"
"568",928,0.00401036259043009,"E1","nonsyn"
"569",930,0.00462303760922947,"E1","nonsyn"
"570",931,0.0179567705033856,"E1","nonsyn"
"571",932,0.0113619802429945,"E1","syn"
"572",933,0.00335615556626535,"E1","nonsyn"
"573",934,0.00205994400097907,"E1","nonsyn"
"574",935,0.00767057090434595,"E1","syn"
"575",936,0.00230717833333621,"E1","nonsyn"
"576",937,0.00284809814846324,"E1","nonsyn"
"577",938,0.00360433016064011,"E1","syn"
"578",939,0.00218664517187391,"E1","nonsyn"
"579",940,0.00586103572475952,"E1","nonsyn"
"580",941,0.02134712983077,"E1","syn"
"581",942,0.00412910454747254,"E1","nonsyn"
"582",943,0.0031761931557358,"E1","nonsyn"
"583",944,0.015225717661391,"E1","syn"
