"","pos","numberofZero","Median","Mean","Max","RealMedian","RealMean","RealMax","numberofSample","rawP","Bonferroni","BH","Holm","Hochberg","Hommel","BY","Significance","Significance_holm"
"21",362,0,0.00835793128812086,0.0101655274475553,0.0417218081771958,0.00656381089836986,0.0101882376563951,0.170448256779192,166,0.00632846441220021,1,0.0180502664732417,1,1,1,0.172544046376708,"N","N"
"22",363,48,0.000662471016893011,0.000935352288555136,0.00452434813668294,0.000794912559618442,0.000895825895747715,0.00279329608938547,177,0.0302596741918596,1,0.062588049790649,1,1,1,0.598284539550399,"N","N"
"23",364,2,0.00293704507725706,0.00347019715509075,0.0118160801438479,0.003219624377156,0.00350531139770717,0.0381319622964867,177,0.38518659976695,1,0.480999650713375,1,1,1,1,"N","N"
"24",365,0,0.00317928920177132,0.00384119300613226,0.0123692935475644,0.00325379609544469,0.00424883591021147,0.0524365916215446,177,0.846799181996779,1,0.881473193504496,1,1,1,1,"N","N"
"25",366,2,0.005336664017259,0.00614914961708658,0.0199250936329588,0.00561797752808989,0.00617012406152475,0.0207136457070574,177,0.0967272196072035,1,0.157813919707713,1,1,1,1,"N","N"
"26",367,39,0.000956085425379912,0.00158290148147617,0.00819803890049831,0.000794849796522558,0.00162971211375739,0.0888940737284181,176,0.196192874815883,1,0.280019139894168,1,1,1,1,"N","N"
"27",368,0,0.00491351857175047,0.00537734702450382,0.0200250312891114,0.00448512484432159,0.00561377557574165,0.0260315702021601,176,0.79622901124713,1,0.842062024872347,1,1,1,1,"N","N"
"28",369,3,0.00272628135223555,0.0032651487917479,0.0178880553952683,0.00347036839295248,0.00358315839624766,0.0123441885733257,173,0.000261770840956396,1,0.00148992173211019,1,1,0.788451896034408,0.0142422897093505,"N","N"
"29",370,0,0.0055452865064695,0.00615338565215718,0.0199382862568241,0.00540540540540541,0.00604127914646983,0.027249910362137,171,0.721401289816552,1,0.781509879247149,1,1,1,1,"N","N"
"30",371,1,0.00514808422832768,0.00580256107406326,0.0218037661050545,0.00489523620280911,0.00578804364728735,0.0326975476839237,176,0.733899907019099,1,0.792352993236224,1,1,1,1,"N","N"
"31",372,2,0.00436076188044473,0.00520737538435643,0.0184853905784138,0.0049368286302666,0.00532792742002366,0.0338715140566783,176,0.116215489708232,1,0.183114188437308,1,1,1,1,"N","N"
"32",373,28,0.00117336462305661,0.00165235994435886,0.0106524633821571,0.00134228187919463,0.00153877780830459,0.0194454447245229,177,0.099961561719917,1,0.161895816528675,1,1,1,1,"N","N"
"33",374,19,0.0021338511824102,0.00390164684936073,0.0237854251012146,0.00191439847951633,0.00386382255554736,0.0878417684700407,176,0.795399496118133,1,0.841415358578337,1,1,1,1,"N","N"
"34",375,2,0.0028936170212766,0.00346838475465643,0.0111111111111111,0.00287631831255992,0.0033607958622782,0.0352875798833009,177,0.933773212250239,1,0.947708348198361,1,1,1,1,"N","N"
"35",376,2,0.00416903543680121,0.00501115660666703,0.0143428168351752,0.0038822387576836,0.00512558794976889,0.0890382192356153,177,0.293645787300039,1,0.385763569481615,1,1,1,1,"N","N"
"36",377,1,0.00680628272251309,0.00746444144116593,0.0232179226069246,0.00541666666666667,0.00745609137475357,0.114167565623876,173,0.0466246672603723,1,0.0882894996170353,1,1,1,0.843966904260453,"N","N"
"37",378,23,0.00193648334624322,0.00331341545789202,0.0240480961923848,0.00216955941255007,0.00321006532332112,0.0247648192224867,175,0.0574996161238522,1,0.104030114938038,1,1,1,0.994432797047757,"N","N"
"38",379,29,0.00189393939393939,0.00348198503583772,0.0338172502134927,0.00250536864710093,0.00326048892368562,0.0215375971532915,175,0.00965825505689886,1,0.0252964896273022,1,1,1,0.241811315411415,"N","N"
"39",380,1,0.00587340022909021,0.00662348516677756,0.0213675213675214,0.00462850454407811,0.00604731079306853,0.0562700964630225,176,0.104762598365968,1,0.168233298728154,1,1,1,1,"N","N"
"40",381,3,0.00285132382892057,0.00323907168320106,0.0103085602841819,0.00271159588081165,0.00323797925153647,0.0310204081632653,177,0.837861112290691,1,0.874227756424997,1,1,1,1,"N","N"
"41",382,1,0.00461362217978376,0.00516797780949859,0.0213481842441118,0.00453794863987341,0.00519133591720292,0.0279863481228669,178,0.348340281429735,1,0.442372375843063,1,1,1,1,"N","N"
"42",383,22,0.0015007911822446,0.00251581221019749,0.0173110213502597,0.00174521582977542,0.00222420979807423,0.0137235799906815,176,0.0617973560629068,1,0.110054064949093,1,1,1,1,"N","N"
"43",384,1,0.00531530969803077,0.00605869887679953,0.0176338991972628,0.00482873670570486,0.00592083732971112,0.121155638397018,178,0.168001819134704,1,0.247997856433033,1,1,1,1,"N","N"
"44",385,8,0.00353591372777454,0.00505437659031996,0.0267699894328989,0.00213352881549825,0.00561750301435596,0.179353745612973,178,0.0130717628833952,1,0.0321123856940956,1,1,1,0.306965050886236,"N","N"
"45",386,23,0.0017880449040469,0.00306210453403276,0.021004942339374,0.00240824842907489,0.00323159852240933,0.0302375809935205,176,0.00304482509400275,1,0.0100671459942967,1,1,1,0.0962327125694259,"N","N"
"46",387,2,0.00295826730058109,0.00328469147402794,0.01361230148727,0.00301973725172779,0.00337870116353221,0.0135726795096322,175,0.108276123379927,1,0.172718685444572,1,1,1,1,"N","N"
"47",388,0,0.00539611634307836,0.00602924492238872,0.0235081374321881,0.00417288477525412,0.00590560245351495,0.0686989176054782,176,0.0487196187622069,1,0.0912790220133931,1,1,1,0.872544005422147,"N","N"
"48",389,32,0.00104529373103439,0.00181319171608892,0.0167643825577134,0.00154267050899418,0.00189066440406245,0.0131306150656531,178,0.0200561532573597,1,0.0450174362394389,1,1,1,0.430325536621468,"N","N"
"49",390,22,0.00216262975778547,0.00322599409887643,0.0215139442231076,0.00271370420624152,0.00319333234200176,0.0210387902695595,179,0.0037309860788607,1,0.0118607495922871,1,1,1,0.113377923298135,"N","N"
"50",391,29,0.00156318585140205,0.00256271277722375,0.0165897287939988,0.00197811406640777,0.00243263294530793,0.0292072322670376,178,0.022299967695443,1,0.0488414101163336,1,1,1,0.466879231102175,"N","N"
"51",392,0,0.00847537718817142,0.0106858573898093,0.0349179638199411,0.00756166515367657,0.0104247910755496,0.115090145714991,124,0.236608441296967,1,0.325162930466316,1,1,1,1,"N","N"
"52",393,29,0.000917618900339206,0.00152504700356879,0.0134297520661157,0.00168496184205827,0.00180051151742641,0.00829875518672199,178,1.89625641172569e-07,0.00150885122681013,6.56022272526144e-06,0.00146542695498161,0.00146542695498161,0.00137763028311871,6.27097320600251e-05,"Y","Y"
"53",394,25,0.00186002662365634,0.00343570191114512,0.0279627163781625,0.00269403773879327,0.00291017883747202,0.0144838212634823,178,0.00371390379863979,1,0.0118158866556485,1,1,1,0.112949074636458,"N","N"
"54",395,29,0.00115373521776752,0.00174368108154733,0.0108394252583816,0.00150854844116661,0.0018696285765662,0.0228430855737129,179,0.00378932683087826,1,0.0120030547744022,1,1,1,0.114738230747275,"N","N"
"55",396,33,0.00122579063495955,0.00201101762149577,0.0103305785123967,0.00161446561188247,0.00189098928077986,0.0151515151515152,179,0.0168843046595474,1,0.0394678061621677,1,1,1,0.377276146417408,"N","N"
"56",397,31,0.000953516090584029,0.00177460996622549,0.0129103651789008,0.0014957264957265,0.00170053086203173,0.0124434389140271,179,0.000558853374883473,1,0.00268648635146992,1,1,0.997195315822673,0.0256803536006285,"N","N"
"57",398,1,0.00308978553253362,0.00372036324870774,0.0134803921568627,0.00294985250737463,0.00327587338295092,0.0167327517842982,179,0.191432167716293,1,0.274851273641023,1,1,1,1,"N","N"
"58",399,15,0.00194636678200692,0.00296975838893806,0.0157068062827225,0.00158074997804514,0.00270493340293262,0.12043512043512,179,0.133085488759551,1,0.204828091694342,1,1,1,1,"N","N"
"59",400,3,0.00330656589513462,0.00386952952492489,0.0123637887678122,0.00371949560010886,0.00407767654079319,0.0187805845787594,177,0.012016727081288,1,0.0300588171599525,1,1,1,0.287334813021425,"N","N"
"60",401,45,0.000793056023646195,0.00157317022078417,0.0153452685421995,0.00147320117849894,0.00164588866155848,0.00824970233032829,176,3.72605100582715e-06,0.0296481878533666,5.81337016732679e-05,0.0277516278914006,0.0277516278914006,0.0233474356025129,0.000555705043603192,"Y","Y"
"61",402,44,0.0005941770647653,0.00126662559410496,0.00587820362097343,0.00127496812579686,0.00143245276613267,0.0132265924121128,177,4.40340807364242e-06,0.0350379180419728,6.68662558052915e-05,0.0327349356194578,0.0327349356194578,0.027239482343552,0.000639180278020183,"Y","Y"
"62",403,2,0.00432775533756492,0.00503524048793147,0.0163249810174639,0.00482858522452921,0.00532734207792562,0.025626148341553,177,0.0110127134787781,1,0.0279604853703373,1,1,1,0.267276679355765,"N","N"
"63",404,25,0.00163880694854146,0.00281726227345812,0.0179324894514768,0.00222042793702059,0.00273514846895175,0.0255500354861604,177,0.0113955154340142,1,0.0287854337487147,1,1,1,0.275162431705635,"N","N"
"64",405,29,0.00165289256198347,0.00264719473041942,0.0200400801603206,0.0021269053527118,0.00259603046107265,0.00984705635868427,177,0.00537115952022369,1,0.015840739919355,1,1,1,0.151422992416116,"N","N"
"65",406,1,0.00550314465408805,0.00655676766357212,0.0283648498331479,0.00588408355398647,0.00641810579491022,0.0300725278613126,177,0.259293696941656,1,0.34999150917129,1,1,1,1,"N","N"
"66",407,8,0.00769360287796571,0.0131029808414115,0.0536666666666667,0.00707965877122292,0.0153757175359552,0.15493304855007,104,0.459537860262337,1,0.552462017727339,1,1,1,1,"N","N"
"67",408,5,0.00378223495702006,0.0044849283439786,0.0141076886903362,0.00430509300625457,0.00451824057588765,0.0128755364806867,177,0.0716772752358811,1,0.124175066198978,1,1,1,1,"N","N"
"68",409,1,0.0050936329588015,0.00579083795314501,0.0235128144838937,0.00398984403336961,0.00554332280779801,0.152501157943492,177,0.0161414341569449,1,0.0380555234331291,1,1,1,0.363776014601764,"N","N"
"69",410,38,0.00171135196805476,0.00236229469276005,0.0241621200311769,0.00156838143036386,0.0020590417653308,0.0192657215557979,179,0.568452770972318,1,0.648087003202672,1,1,1,1,"N","N"
"70",411,5,0.00269477775163604,0.00321776727132014,0.0114716486397902,0.00275938526013145,0.00310001645609819,0.020440251572327,178,0.542362101371006,1,0.6245405558045,1,1,1,1,"N","N"
"71",412,2,0.00397186092953679,0.00464828765261145,0.0155622489959839,0.00406016377211174,0.00445579180731521,0.031636863823934,178,0.609075010916293,1,0.683845048943269,1,1,1,1,"N","N"
"72",413,15,0.00289715113471753,0.00442152467332279,0.0301003344481605,0.00182149362477231,0.00499237998842134,0.172002978406552,177,0.0013108029630379,1,0.00515573859460828,1,1,1,0.0492841477156602,"N","N"
"73",414,30,0.00102499005871269,0.00153896511740675,0.0127957508450024,0.00139290965561014,0.00156154280221147,0.0106968215158924,178,0.00390595263503369,1,0.0122941713279126,1,1,1,0.117521038867277,"N","N"
"74",415,24,0.00165136830776335,0.00247541688103858,0.0132664037289351,0.00226196267610987,0.00250757906780655,0.0145885810243493,178,0.00081526774289098,1,0.00357599919249969,1,1,1,0.0341832831902189,"N","N"
"75",416,15,0.00208371564632922,0.00330062522799704,0.0264957264957265,0.00244691228878996,0.00289392993940361,0.0375354107648725,178,0.199330756836352,1,0.283324335109585,1,1,1,1,"N","N"
"76",417,40,0.00101664309190613,0.00171351752193375,0.0105894811154253,0.00159088905452302,0.00165880540414971,0.00411323493830148,178,0.000140078474533873,1,0.000918125553431653,0.944689232256439,0.944689232256439,0.522492710011346,0.00877644096311786,"N","N"
"77",418,46,0.000479386385426654,0.000998580653756781,0.00967296176877015,0.00122579063495955,0.00144751544965934,0.0109828217403548,177,3.33494751365203e-11,2.65361773661292e-07,8.14081304261167e-09,2.6432793993206e-07,2.6432793993206e-07,2.64227891506651e-07,7.78187305572907e-08,"Y","Y"
"78",419,1,0.00606405154443813,0.00704777262610812,0.0235773798971814,0.00470326134042948,0.00688863000785346,0.0864991233196961,167,0.00992882673408158,1,0.0257558691092419,1,1,1,0.24620256330539,"N","N"
"79",420,38,0.00073330440750365,0.00139630725598455,0.0115347644985582,0.00146311081028184,0.00160675118020349,0.00757575757575758,178,1.06081293088739e-07,0.000844088849107099,4.18565213000284e-06,0.000822872590489351,0.000822872590489351,0.000781606967477832,4.00110079431016e-05,"Y","Y"
"80",421,36,0.00106194362606879,0.00189443843139336,0.0122199592668024,0.00156417547067426,0.00169525641372178,0.00983227299016773,178,0.000926063336477525,1,0.00394469270254372,1,1,1,0.0377076560957455,"N","N"
"81",422,12,0.00485579862020784,0.00786637858798708,0.0616261004660798,0.00378418557225161,0.00851366158820678,0.13921568627451,156,0.23235904007971,1,0.320485505618696,1,1,1,1,"N","N"
"82",423,18,0.00205463874767691,0.00347506877606424,0.0235457063711911,0.00336266374681741,0.00351702350023832,0.0222105631339629,178,5.78112090757764e-07,0.00460003790615953,1.43751184567485e-05,0.0044156201492078,0.0044156201492078,0.00403753484185222,0.000137412991068515,"Y","Y"
"83",424,39,0.000724820706600004,0.00165094872095968,0.0111892583120205,0.00137125598135268,0.00157678583270899,0.0116428219042921,178,0.000449803576840756,1,0.00227387996246626,1,1,0.984166970586737,0.0217362137163165,"N","N"
"84",425,0,0.00687663320038509,0.00872076261264423,0.0329179402774512,0.00685078141725541,0.00902460344895952,0.0762211486849168,163,0.975623296615842,1,0.981544388819352,1,1,1,1,"N","N"
"85",426,35,0.000879677975326209,0.00124961825555855,0.00986193293885602,0.00129867720971852,0.00142194571942094,0.00806668459263243,178,4.20111812610102e-06,0.0334282969293858,6.42851864026651e-05,0.0312479166219394,0.0312479166219394,0.0260805413268351,0.000614507614080928,"Y","Y"
"86",427,2,0.00369947912189335,0.00422615355040136,0.0165289256198347,0.003860664271048,0.00418967532907809,0.0207357859531773,178,0.110492702877989,1,0.175662424935097,1,1,1,1,"N","N"
"87",428,40,0.000795391126590664,0.00167722868929991,0.0142857142857143,0.00141662384153029,0.00147838897776542,0.00558987937628714,178,1.33758305367942e-05,0.106431483581272,0.00015096664337769,0.0970148988833686,0.0970148988833686,0.0752256709389308,0.00144310310071661,"N","N"
"88",429,1,0.00382161542607264,0.00466396495425731,0.0165394402035623,0.00381736368183201,0.00494952250959865,0.154600653900047,178,0.715011064414694,1,0.776813592763877,1,1,1,1,"N","N"
"89",430,3,0.00242378428414284,0.00300085028959961,0.0116328257191201,0.00266625893072632,0.00295693668572747,0.0159090909090909,178,0.415521938244072,1,0.510232725711124,1,1,1,1,"N","N"
"90",431,29,0.00105265415998287,0.00180331995675296,0.00996914312841206,0.00212617415587713,0.00236184413618814,0.0121457489878543,178,4.30288445166892e-11,3.42380515819296e-07,1.00700151711558e-08,3.40960563950245e-07,3.40960563950245e-07,3.40874506261211e-07,9.6260139277268e-08,"Y","Y"
"91",432,30,0.000911666505427445,0.00167250809877534,0.0089197224975223,0.0016326589847038,0.00173915332078157,0.00746746319607425,178,0.000301002214890772,1,0.00166440210138004,1,1,0.855448294719575,0.0159101625339291,"N","N"
"92",433,5,0.00228479148216195,0.00272616343984196,0.00961881011756324,0.00265431410762136,0.00276856215965807,0.00849514563106796,178,0.0118771128892252,1,0.0297563561900394,1,1,1,0.284443562651399,"N","N"
"93",434,2,0.0067309001575468,0.00799868897070524,0.0319563522992985,0.00360060211098961,0.00764050661794552,0.196686264029931,174,8.7010159793882e-14,6.92339841479919e-10,9.89056916399885e-11,6.91817780521156e-10,6.91817780521156e-10,6.91643760201568e-10,9.45447994939525e-10,"Y","Y"
"94",435,44,0.000958436032020482,0.00151776533790468,0.0134297520661157,0.00133735747820255,0.00155353217818293,0.0149483402945702,178,0.0012583290001146,1,0.0049863166603147,1,1,1,0.0476646289051584,"N","N"
"95",436,37,0.000975357015229965,0.00175448190153631,0.0118406889128095,0.00165759610686687,0.00176573215295881,0.00550964187327824,178,0.000232267682363418,1,0.0013649586030766,1,1,0.734415100134391,0.0130477564339934,"N","N"
"96",437,3,0.00407331975560081,0.00477263537347176,0.0189463955637708,0.00431034482758621,0.00466134789699874,0.0141643059490085,177,0.153517336669532,1,0.230652841366968,1,1,1,1,"N","N"
"97",438,40,0.000863259346889739,0.00141707650283971,0.00914076782449726,0.00148809523809524,0.00156911671472026,0.00720242608036391,178,6.34882752192563e-06,0.0505176205919622,8.77042024166011e-05,0.046867044766855,0.046867044766855,0.0381881975443826,0.000838371998088536,"N","Y"
"98",439,48,0.000646791294367389,0.00120000439848067,0.00954198473282443,0.00109900078151166,0.00124274482880295,0.00934959349593496,178,8.70144882172564e-05,0.692374282744709,0.00063931143374396,0.598224606493638,0.598224606493638,0.363338507860908,0.00611123286388062,"N","N"
"99",440,0,0.00481426096169339,0.00533226023256815,0.0229826353421859,0.00476425110682404,0.00530173890443421,0.0187940485512921,178,0.209833635726084,1,0.295637632458222,1,1,1,1,"N","N"
"100",441,50,0.000486216830406813,0.00128267036515142,0.0121133060007454,0.00104800752264016,0.00115862477931365,0.00546941881480072,178,2.22131952762139e-05,0.176750394812834,0.000223834367476231,0.159246396935178,0.159246396935178,0.117729934963934,0.00213965192922626,"N","N"
"101",442,2,0.00354282193468885,0.00420899369811493,0.0193565976008724,0.00385050962627407,0.00410983478899404,0.0207963028794881,179,0.32230889795826,1,0.415658330802897,1,1,1,1,"N","N"
"102",443,2,0.00429087624209575,0.00529384940864837,0.025455597338733,0.00471698113207547,0.00519425221556555,0.0329877474081056,179,0.207527953219877,1,0.293147509989447,1,1,1,1,"N","N"
"103",444,9,0.00161377084454008,0.00202823269712108,0.0106162610046608,0.00191001697792869,0.00204928938531094,0.00554156171284635,179,0.0470212477218051,1,0.0888290760024699,1,1,1,0.849124761237812,"N","N"
"104",445,8,0.00215933123511682,0.00268190228948704,0.0107337391861583,0.00230775089018764,0.00259576085071631,0.0130997474747475,178,0.566511112394477,1,0.646547464332021,1,1,1,1,"N","N"
"105",446,23,0.00201663725737333,0.00272196348706964,0.0146596858638743,0.00128729365439952,0.00244187392209406,0.1747,179,0.00148839347286811,1,0.00567744336702374,1,1,1,0.0542711684103434,"N","N"
"106",447,1,0.00485614081958838,0.00590089089938889,0.0350438047559449,0.0036561315237713,0.00600490169452458,0.188498402555911,176,5.71425785439538e-05,0.45468349747424,0.000466732618433268,0.399140911129517,0.399140911129517,0.260170160110621,0.00446153715679794,"N","N"
"107",448,2,0.00589496248660236,0.00648609083024451,0.0292630611306879,0.00495458298926507,0.00647049786219582,0.119451170298628,179,0.0338863776488766,1,0.0686091366290359,1,1,1,0.655840625396606,"N","N"
"108",449,48,0.000709091268064288,0.00143450706007786,0.0089086859688196,0.0013283909279436,0.00151366918065003,0.00737327188940092,178,1.15213328234487e-06,0.00916752452761809,2.35064731477387e-05,0.00871934468078594,0.00871934468078594,0.00779879018819239,0.000224700394255612,"Y","Y"
"109",450,1,0.00504385281226291,0.00573020569103143,0.0254964452071586,0.00396926679015275,0.00570516466863594,0.10127656136382,176,0.0705036588382873,1,0.122435096764787,1,1,1,1,"N","N"
"110",451,2,0.00363504180298073,0.00413814719220399,0.012886109531931,0.00379718561536743,0.00398515316677622,0.0144730890999548,177,0.555191074324354,1,0.63581683626927,1,1,1,1,"N","N"
"111",452,15,0.00370134809625629,0.00583495723846975,0.0477908025247971,0.00277393571111737,0.00597247849233172,0.190860215053763,176,0.183699015373856,1,0.266392029402182,1,1,1,1,"N","N"
"112",453,17,0.00195438032452812,0.00304670344809189,0.0188902007083825,0.00257648980025359,0.00306143078926156,0.0207939508506616,178,0.000735472119852043,1,0.00331754629119201,1,1,1,0.031712709724972,"N","N"
"113",454,18,0.00207720276260417,0.00311326319625976,0.0202808112324493,0.00250419305060651,0.00268577489946509,0.00864241987756572,178,0.0586665596245327,1,0.105620575875929,1,1,1,1,"N","N"
"114",455,29,0.00153128615382285,0.00326186842301398,0.0244956772334294,0.00298707671976811,0.00337366683918708,0.0247239784844767,178,2.12857548207064e-06,0.016937075110836,3.73063328432512e-05,0.015972830417458,0.015972830417458,0.0138740549921364,0.000356614437454052,"Y","Y"
"115",456,30,0.00142797764435033,0.00206285725989925,0.0129809921186834,0.00189954252233271,0.00213176970555147,0.0154320987654321,178,0.00395462399577289,1,0.012403209749454,1,1,1,0.118563346496983,"N","N"
"116",457,39,0.00128657031833118,0.00213122313314782,0.0115373521776752,0.00213212095907984,0.00221054403221453,0.00648088139987038,178,0.000346422871434336,1,0.00185684853389842,1,1,0.903470848700748,0.0177497744990327,"N","N"
"117",458,24,0.0013091861226271,0.00187060555072265,0.0109173212621488,0.00152439024390244,0.00187956843350005,0.0085999312005504,177,0.00900100520781172,1,0.0239615250714479,1,1,1,0.22905027464905,"N","N"
"118",459,2,0.00307694801180607,0.00352040768421536,0.0167204458785568,0.00299021215699138,0.00340352324409963,0.0199911150599733,178,0.956875472249147,1,0.966470948551214,1,1,1,1,"N","N"
"119",460,39,0.000676825229296019,0.00117016653391801,0.00750144258511252,0.00109632989452649,0.00122936488281049,0.00649539505574406,178,0.00047682985438631,1,0.00237856986177803,1,1,0.987489918154418,0.0227369534488186,"N","N"
"120",461,43,0.00100184616619509,0.00194069350936984,0.0176415970287837,0.00167961435518395,0.00181830551755304,0.0299948726713382,178,7.95970378239908e-05,0.633353629965494,0.000598632920572301,0.549219560985536,0.549219560985536,0.338764992978905,0.0057223834652509,"N","N"
"121",462,30,0.001131381699901,0.00230353383207491,0.0234815985549786,0.00204185809086269,0.00232303947954791,0.0210696920583468,177,8.57187231098132e-06,0.0682063879784783,0.000109480558552935,0.062874683401048,0.062874683401048,0.0503426060823933,0.00104653405534533,"N","N"
"122",463,28,0.00132858868869663,0.00193615553323669,0.00812824565364642,0.0018544764097496,0.00192482076443621,0.00659824046920821,178,0.0170922164453345,1,0.0398484518768024,1,1,1,0.380914771472411,"N","N"
"123",464,26,0.00136350552141498,0.0022337790251648,0.0113008538422903,0.00174361611467142,0.00195202437558033,0.0128068303094984,178,0.0159830785059817,1,0.0377492893060542,1,1,1,0.360848696298598,"N","N"
"124",465,17,0.00186974485398798,0.0025038218116054,0.0150964495387196,0.00208429268098934,0.00234345353828283,0.0162810625535561,178,0.146097089772796,1,0.221258953810837,1,1,1,1,"N","N"
"125",466,21,0.00118108951103317,0.00165413518357544,0.0109505037231713,0.00155023466872226,0.00186095078733015,0.02682798527091,178,0.00420347613896429,1,0.0130601560475357,1,1,1,0.124843152542575,"N","N"
"126",467,2,0.00471698113207547,0.00557419168418252,0.0220866638620109,0.00364488414475397,0.00588256981080009,0.0589084229860929,119,0.196453572697916,1,0.28024042272451,1,1,1,1,"N","N"
"127",468,9,0.00232378001549187,0.00282238587700995,0.0102007239223429,0.00271186440677966,0.00291517851266361,0.012636165577342,177,0.0209361385970361,1,0.0464812652948149,1,1,1,0.444318404194519,"N","N"
"128",469,46,0.000547445255474453,0.00116876811582842,0.00911023382933495,0.000907935355002724,0.001136154710637,0.0198019801980198,171,0.0067101022639307,1,0.0189805487785626,1,1,1,0.181436694774485,"N","N"
"129",470,1,0.00686436024162548,0.0075737192303865,0.021780303030303,0.00550584996558844,0.00693675325286871,0.0416263310745402,115,0.0558048872153062,1,0.101541158831967,1,1,1,0.970640652015871,"N","N"
"130",471,3,0.00413223140495868,0.00443123516201874,0.0136399064692128,0.00328870096311957,0.00403593697021534,0.0325960419091967,175,0.0526533034760474,1,0.0969371438590719,1,1,1,0.92663047775169,"N","N"
"131",472,7,0.00169874163724026,0.00209932195034911,0.0108148893360161,0.00208861819929337,0.00222959182533343,0.00699036463253353,176,0.00297352472039013,1,0.00986669566311271,1,1,1,0.0943165906500455,"N","N"
